#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000133503.8	chr2	-	77132218	77170600	77165218	77170486	D6RJ38	uc289xet.1	Ccdc141
ENSMUST00000131660.2	chr2	-	77074760	77170610	77074760	77074760		uc289xes.1	Ccdc141
ENSMUST00000164114.8	chr2	-	77009994	77170617	77011489	77170486	E9Q8Q6	uc012bxr.2	Ccdc141
ENSMUST00000049544.13	chr2	-	77009901	77170635	77014365	77170486	A2AST1	uc012bxs.2	Ccdc141
ENSMUST00000028406.10	chr2	-	77044970	77170636	77044970	77044970		uc008kfv.3	Ccdc141
ENSMUST00000145366.1	chr2	-	77196884	77199427	77196884	77196884		uc289xew.1	Sestd1
ENSMUST00000102660.7	chr2	-	77180339	77265768	77187130	77245071	Q80UK0	uc289xev.1	Sestd1
ENSMUST00000139021.1	chr2	-	77196886	77280589	77196886	77196886		uc289xex.1	Sestd1
ENSMUST00000102659.1	chr2	-	77186554	77280592	77187130	77245071	Q80UK0	uc008kfx.4	Sestd1
ENSMUST00000142756.1	chr2	+	83644536	83653552	83644536	83644536		uc289xjd.1	Zc3h15
ENSMUST00000145099.1	chr2	+	83656619	83658066	83656619	83656619		uc289xjf.1	Zc3h15
ENSMUST00000130948.7	chr2	+	83644480	83658302	83644480	83644480		uc008khx.2	Zc3h15
ENSMUST00000125422.7	chr2	+	83644622	83660183	83644622	83644622		uc289xje.1	Zc3h15
ENSMUST00000140086.7	chr2	+	83657112	83661534	83657112	83657112		uc289xjg.1	Zc3h15
ENSMUST00000081591.6	chr2	+	83644434	83664622	83644652	83664010	Q3TIV5	uc008khy.3	Zc3h15
ENSMUST00000134789.1	chr2	+	83660009	83664622	83660009	83660009		uc008khz.3	Zc3h15
ENSMUST00000148256.1	chr2	+	83724526	83725789	83724526	83724526		uc289xjm.1	Itgav
ENSMUST00000155521.1	chr2	+	83724456	83740738	83724456	83724456		uc289xjk.1	Itgav
ENSMUST00000141725.2	chr2	+	83724451	83747944	83724734	83747944	B7ZCI9	uc289xjj.1	Itgav
ENSMUST00000151463.1	chr2	+	83724465	83748372	83724465	83724465		uc289xjl.1	Itgav
ENSMUST00000125360.7	chr2	+	83724396	83756797	83724396	83724396		uc289xji.1	Itgav
ENSMUST00000125402.7	chr2	+	83801848	83803985	83801848	83803335	F6W6Q6	uc289xjq.1	Itgav
ENSMUST00000028499.10	chr2	+	83724396	83806916	83724734	83803335	P43406	uc008kid.3	Itgav
ENSMUST00000111740.8	chr2	+	83724554	83806916	83724734	83803335	A2AKI5	uc289xjn.1	Itgav
ENSMUST00000131192.1	chr2	+	83802920	83806916	83802920	83803335	F6RWM8	uc289xjr.1	Itgav
ENSMUST00000146816.7	chr2	+	84839394	84850142	84840851	84850142	B0R0N4	uc289xmu.1	Slc43a1
ENSMUST00000145004.1	chr2	+	84839416	84862388	84839416	84839416		uc289xmv.1	Slc43a1
ENSMUST00000121114.7	chr2	+	84838849	84863578	84840851	84863029	Q8BSM7	uc289xmt.1	Slc43a1
ENSMUST00000111624.7	chr2	+	84840198	84863581	84840851	84863029	Q8BSM7	uc008kjk.2	Slc43a1
ENSMUST00000028469.13	chr2	+	84839407	84863586	84839565	84863029	G3X8X3	uc008kjj.1	Slc43a1
ENSMUST00000111625.1	chr2	+	84840624	84863594	84840773	84863029	A2ATS4	uc008kjl.2	Slc43a1
ENSMUST00000139548.7	chr2	-	91676282	91679695	91676282	91676282		uc289ylq.1	Atg13
ENSMUST00000126000.7	chr2	-	91676317	91682229	91676317	91676317		uc289ylr.1	Atg13
ENSMUST00000153631.1	chr2	-	91679386	91685252	91679386	91679386		uc289yls.1	Atg13
ENSMUST00000136412.1	chr2	-	91688712	91705734	91688712	91688712		uc289ylt.1	Atg13
ENSMUST00000028678.8	chr2	-	91674618	91710519	91676385	91695986	Q91YI1	uc289ylp.1	Atg13
ENSMUST00000076803.11	chr2	-	91674617	91710576	91676385	91695986	Q91YI1	uc008kwn.3	Atg13
ENSMUST00000128140.1	chr2	+	91710851	91712327	91712195	91712327	B7ZCF6	uc289ylu.1	Harbi1
ENSMUST00000140183.1	chr2	+	91710852	91712725	91712195	91712725	B7ZCF7	uc289ylv.1	Harbi1
ENSMUST00000142692.1	chr2	+	91710916	91715430	91712195	91712936	Q8BR93	uc008kwo.2	Harbi1
ENSMUST00000111322.1	chr2	+	91712194	91719287	91712195	91718707	Q8BR93	uc289ylw.1	Harbi1
ENSMUST00000090608.5	chr2	+	91710921	91721545	91712195	91720733	Q8BR93	uc008kwp.2	Harbi1
ENSMUST00000145967.7	chr2	-	94032688	94066469	94032688	94032688		uc289yrb.1	Hsd17b12
ENSMUST00000146580.1	chr2	-	94033521	94066764	94033521	94033521		uc289yrd.1	Hsd17b12
ENSMUST00000141955.1	chr2	-	94114575	94157893	94114575	94114575		uc289yre.1	Hsd17b12
ENSMUST00000127084.7	chr2	-	94032701	94157909	94032701	94032701		uc289yrc.1	Hsd17b12
ENSMUST00000028619.4	chr2	-	94032688	94157964	94033556	94157869	Q0VGQ1	uc008lgp.2	Hsd17b12
ENSMUST00000137774.1	chr2	-	103266707	103274251	103266707	103266707		uc289yvf.1	Ehf
ENSMUST00000111174.7	chr2	-	103266510	103283760	103266771	103283617	O70273	uc008lio.2	Ehf
ENSMUST00000140503.7	chr2	-	103274102	103290937	103274102	103290824	A2BIB7	uc289yvh.1	Ehf
ENSMUST00000125788.7	chr2	-	103267075	103299565	103267075	103299544	B0S7M9	uc289yvg.1	Ehf
ENSMUST00000151265.1	chr2	-	103276796	103302920	103276796	103283617	A2BIB6	uc289yvi.1	Ehf
ENSMUST00000111176.8	chr2	-	103264024	103303166	103266771	103283617	A2BIB5	uc289yve.1	Ehf
ENSMUST00000128546.1	chr2	-	103279103	103303167	103279103	103279103		uc289yvj.1	Ehf
ENSMUST00000090475.9	chr2	-	103263432	103303278	103266771	103283617	O70273	uc008lip.2	Ehf
ENSMUST00000111168.3	chr2	-	103454594	103485125	103454755	103485038	A2AL20	uc289yvp.1	Cat
ENSMUST00000028610.9	chr2	-	103453848	103485160	103454755	103485038	P24270	uc008liw.3	Cat
ENSMUST00000143799.1	chr2	+	104027847	104057490	104027847	104027847		uc008ljj.2	Fbxo3
ENSMUST00000102565.3	chr2	+	104027859	104057504	104027862	104055035	Q9DC63	uc008lji.2	Fbxo3
ENSMUST00000111135.7	chr2	+	104027843	104057523	104027862	104055035	Q9DC63	uc289yxi.1	Fbxo3
ENSMUST00000111136.7	chr2	+	104027845	104063003	104027862	104059895	A2BHN6	uc012cam.2	Fbxo3
ENSMUST00000028603.9	chr2	+	104027720	104063240	104027862	104060085	Q9DC63	uc008ljk.2	Fbxo3
ENSMUST00000153312.1	chr2	+	104095839	104114263	104095839	104095839		uc289yxp.1	Cd59a
ENSMUST00000168176.7	chr2	+	104095800	104115349	104104188	104114180	O55186	uc012cao.3	Cd59a
ENSMUST00000040423.11	chr2	+	104095800	104115354	104104188	104114180	O55186	uc008ljo.4	Cd59a
ENSMUST00000132622.1	chr2	-	104433662	104439252	104433662	104433662		uc289yyc.1	Hipk3
ENSMUST00000111124.7	chr2	-	104429780	104493690	104429854	104471845	Q9ERH7	uc289yya.1	Hipk3
ENSMUST00000111125.2	chr2	-	104429854	104493954	104429854	104471845	A2AQH3	uc289yyb.1	Hipk3
ENSMUST00000028600.13	chr2	-	104426480	104494446	104429854	104471845	Q9ERH7	uc008lju.4	Hipk3
ENSMUST00000144155.7	chr2	+	106695219	106744772	106699407	106744772	B1AX06	uc289zbo.1	Mpped2
ENSMUST00000124461.7	chr2	+	106695622	106783858	106695622	106695622		uc289zbp.1	Mpped2
ENSMUST00000133401.1	chr2	+	106730489	106783977	106730489	106730489		uc012cau.2	Mpped2
ENSMUST00000125023.1	chr2	+	106695853	106867031	106699407	106867031	B1APT1	uc289zbq.1	Mpped2
ENSMUST00000016530.13	chr2	+	106695600	106867202	106699407	106867066	Q9CZJ0	uc008llo.3	Mpped2
ENSMUST00000111063.7	chr2	+	106693268	106868356	106699407	106867066	Q9CZJ0	uc008llm.3	Mpped2
ENSMUST00000053317.11	chr2	+	109674699	109727007	109675336	109724152	A2AII2	uc008lmd.2	Bdnf
ENSMUST00000111047.8	chr2	+	109675896	109727007	109723402	109724152	Q541P3	uc008lmg.2	Bdnf
ENSMUST00000111049.8	chr2	+	109675896	109727007	109723402	109724152	Q541P3	uc008lmf.2	Bdnf
ENSMUST00000111051.9	chr2	+	109675896	109727007	109723402	109724152	Q541P3	uc008lme.2	Bdnf
ENSMUST00000111046.8	chr2	+	109677031	109727007	109723402	109724152	Q541P3	uc008lmh.2	Bdnf
ENSMUST00000111050.9	chr2	+	109692435	109727007	109723402	109724152	Q541P3	uc008lmi.2	Bdnf
ENSMUST00000176893.7	chr2	+	109693026	109727007	109723402	109724152	Q541P3	uc008lmj.2	Bdnf
ENSMUST00000111045.8	chr2	+	109693562	109727007	109723402	109724152	Q541P3	uc008lmk.2	Bdnf
ENSMUST00000111043.8	chr2	+	109694408	109727007	109723402	109724152	Q541P3	uc008lml.2	Bdnf
ENSMUST00000111044.2	chr2	+	109694468	109727007	109723402	109724152	Q541P3	uc008lmm.2	Bdnf
ENSMUST00000111042.2	chr2	+	109709382	109727007	109709562	109724152	H9H9S8	uc289zcz.1	Bdnf
ENSMUST00000151163.1	chr2	+	109890869	109896738	109890869	109890869		uc008lmo.2	Lin7c
ENSMUST00000028583.7	chr2	+	109890852	109901003	109890884	109897401	O88952	uc008lmp.3	Lin7c
ENSMUST00000132314.1	chr2	+	112241971	112242761	112241971	112241971		uc289zhj.1	Lpcat4
ENSMUST00000136219.1	chr2	+	112241484	112244057	112241484	112241484		uc289zhi.1	Lpcat4
ENSMUST00000129503.1	chr2	+	112244581	112246973	112244581	112244581		uc289zhk.1	Lpcat4
ENSMUST00000028554.3	chr2	+	112239467	112247111	112239943	112246887	Q6NVG1	uc008loo.2	Lpcat4
ENSMUST00000133840.1	chr2	+	112346994	112351633	112346994	112346994		uc289zhm.1	Slc12a6
ENSMUST00000132752.1	chr2	+	112352525	112354238	112352525	112352525		uc289zhn.1	Slc12a6
ENSMUST00000110987.8	chr2	+	112266741	112356029	112266821	112355228	A2AGJ9	uc008los.3	Slc12a6
ENSMUST00000156470.1	chr2	+	112354201	112356887	112354201	112354201		uc289zho.1	Slc12a6
ENSMUST00000110991.8	chr2	+	112265824	112359127	112266821	112358955	Q3V0N8	uc008lot.3	Slc12a6
ENSMUST00000028549.13	chr2	+	112266818	112363156	112266821	112360507	Q924N4	uc008lou.3	Slc12a6
ENSMUST00000053666.7	chr2	+	112284576	112363156	112284687	112360507	Q924N4	uc008low.3	Slc12a6
ENSMUST00000137896.1	chr2	+	112356194	112363163	112356194	112356194		uc008lox.3	Slc12a6
ENSMUST00000141047.1	chr2	+	112266313	112406319	112266821	112377088	Q6P6P5	uc289zhl.1	Gm21985
ENSMUST00000151257.1	chr2	+	112379225	112407518	112379225	112379225		uc289zhq.1	Katnbl1
ENSMUST00000028552.3	chr2	+	112379210	112414240	112404174	112412415	Q9CWJ3	uc008lpa.2	Katnbl1
ENSMUST00000069747.5	chr2	+	112454996	112472162	112455067	112467133	Q9EP72	uc056zoh.2	Emc7
ENSMUST00000143583.1	chr2	-	118531973	118544587	118531973	118531973		uc289zlx.1	Bmf
ENSMUST00000154521.1	chr2	-	118532054	118545316	118532054	118532054		uc289zly.1	Bmf
ENSMUST00000125860.2	chr2	-	118532557	118547027	118532557	118547007	Q91ZE9	uc289zma.2	Bmf
ENSMUST00000110859.2	chr2	-	118530231	118547559	118532557	118547380	A2AV74	uc008lsb.3	Bmf
ENSMUST00000146962.1	chr2	-	118545235	118547599	118545235	118545235		uc289zmb.1	Bmf
ENSMUST00000152123.1	chr2	-	118532421	118549662	118532421	118532421		uc289zlz.1	Bmf
ENSMUST00000138342.1	chr2	-	118546908	118549675	118546908	118546908		uc289zmc.1	Bmf
ENSMUST00000090219.12	chr2	-	118528756	118549687	118532557	118549662	A2AV75	uc008lsc.2	Bmf
ENSMUST00000149978.1	chr2	+	118745757	118748810	118746114	118746573	A0A1L1STD6	uc012cbk.2	Inafm2
ENSMUST00000061360.3	chr2	+	118772768	118778164	118774682	118778035	K3W4T6	uc289zmp.1	Phgr1
ENSMUST00000130293.7	chr2	+	118772768	118778165	118774682	118778035	Q8K0G7	uc033hpm.3	Phgr1
ENSMUST00000126082.1	chr2	+	118862027	118870397	118862027	118862027		uc289znb.1	Ivd
ENSMUST00000141836.1	chr2	+	118871377	118872277	118871377	118871377		uc289znc.1	Ivd
ENSMUST00000140282.1	chr2	+	118872766	118874761	118872766	118872766		uc289zne.1	Ivd
ENSMUST00000150162.7	chr2	+	118872302	118876966	118872302	118872302		uc289znd.1	Ivd
ENSMUST00000154104.1	chr2	+	118876432	118877900	118876432	118876432		uc289znh.1	Ivd
ENSMUST00000125766.7	chr2	+	118874306	118880579	118874306	118874306		uc289znf.1	Ivd
ENSMUST00000152191.7	chr2	+	118875706	118881015	118875706	118875706		uc289zng.1	Ivd
ENSMUST00000028807.5	chr2	+	118861953	118882909	118862020	118880586	Q9JHI5	uc008lsv.2	Ivd
ENSMUST00000149036.7	chr2	+	119208616	119210540	119208616	119208616		uc289zoe.1	Zfyve19
ENSMUST00000142644.7	chr2	+	119209011	119210603	119209011	119209011		uc289zof.1	Zfyve19
ENSMUST00000123776.1	chr2	+	119209040	119211144	119209040	119209040		uc289zoh.1	Zfyve19
ENSMUST00000153349.1	chr2	+	119211462	119211720	119211462	119211462		uc289zoj.1	Zfyve19
ENSMUST00000141514.7	chr2	+	119209031	119211766	119209031	119209031		uc289zog.1	Zfyve19
ENSMUST00000154057.1	chr2	+	119210838	119214889	119210838	119210838		uc289zoi.1	Zfyve19
ENSMUST00000154185.1	chr2	+	119211641	119214911	119211641	119211641		uc289zok.1	Zfyve19
ENSMUST00000123323.1	chr2	+	119214455	119216397	119214455	119214455		uc289zol.1	Zfyve19
ENSMUST00000090174.10	chr2	+	119208633	119217049	119209129	119216707	Q9DAZ9	uc008lti.3	Zfyve19
ENSMUST00000102519.4	chr2	+	119209026	119217049	119209129	119216640	Q4KL52	uc012cbq.2	Zfyve19
ENSMUST00000147584.1	chr2	+	119216264	119217049	119216264	119216264		uc289zom.1	Zfyve19
ENSMUST00000132448.7	chr2	+	119559511	119571895	119571795	119571895	B0R092	uc289zpa.1	Chp1
ENSMUST00000154406.7	chr2	+	119547811	119572050	119547811	119547811		uc289zoz.1	Chp1
ENSMUST00000137585.2	chr2	+	119566604	119585405	119566604	119566604		uc289zpb.1	Chp1
ENSMUST00000119172.1	chr2	+	119547720	119587015	119547850	119584694	B0R091	uc008ltv.2	Chp1
ENSMUST00000014221.12	chr2	+	119547696	119587027	119547850	119585160	P61022	uc008ltw.3	Chp1
ENSMUST00000142183.1	chr2	-	120299956	120312377	120299956	120299956		uc289zrt.1	Pla2g4f
ENSMUST00000054651.7	chr2	-	120299965	120314165	120300404	120314056	Q50L41	uc008lvi.3	Pla2g4f
ENSMUST00000090042.11	chr2	-	120355311	120404069	120356496	120404060	A2AQJ5	uc033hpr.2	Tmem87a
ENSMUST00000124806.7	chr2	-	120355972	120404077	120355972	120355972		uc289zsd.1	Tmem87a
ENSMUST00000110729.1	chr2	-	120363293	120404078	120363350	120404060	A2AQJ7	uc008lvo.3	Tmem87a
ENSMUST00000143182.1	chr2	-	120381303	120404081	120381303	120381303		uc289zsf.1	Tmem87a
ENSMUST00000090046.11	chr2	-	120355311	120404089	120356496	120404060	A2AQJ6	uc033hps.2	Tmem87a
ENSMUST00000136410.7	chr2	-	120355315	120404095	120355315	120355315		uc289zsc.1	Tmem87a
ENSMUST00000151740.7	chr2	-	120380789	120404113	120380789	120380789		uc289zse.1	Tmem87a
ENSMUST00000154435.7	chr2	+	120404773	120414357	120404773	120404773		uc289zsm.1	Ganc
ENSMUST00000143409.7	chr2	+	120404337	120415651	120404337	120404337		uc008lvr.2	Ganc
ENSMUST00000154404.7	chr2	+	120404313	120419483	120404313	120404313		uc289zsl.1	Ganc
ENSMUST00000154963.7	chr2	+	120404200	120419485	120404200	120404200		uc289zsh.1	Ganc
ENSMUST00000154574.7	chr2	+	120403895	120423659	120403895	120403895		uc289zsg.1	Ganc
ENSMUST00000153660.7	chr2	+	120404209	120424415	120404209	120404209		uc289zsj.1	Ganc
ENSMUST00000145134.1	chr2	+	120423500	120431015	120423500	120423500		uc289zsq.1	Ganc
ENSMUST00000132835.7	chr2	+	120411412	120436739	120411412	120411412		uc289zsp.1	Ganc
ENSMUST00000131523.7	chr2	+	120404201	120457252	120404201	120404201		uc289zsi.1	Ganc
ENSMUST00000152437.7	chr2	+	120406113	120460223	120406113	120406113		uc289zso.1	Ganc
ENSMUST00000127367.1	chr2	+	120452578	120460345	120452578	120452578		uc289zsr.1	Ganc
ENSMUST00000043755.13	chr2	+	120404223	120460850	120404223	120404223		uc289zsk.1	Ganc
ENSMUST00000136993.7	chr2	+	120404979	120460866	120404979	120404979		uc289zsn.1	Ganc
ENSMUST00000135074.1	chr2	+	120404767	120461700	120405030	120459925	A2AQJ8	uc008lvt.3	Ganc
ENSMUST00000147864.7	chr2	+	120567722	120584975	120567722	120567722		uc289ztn.1	Snap23
ENSMUST00000153580.7	chr2	+	120567722	120586267	120584308	120586267	B0R029	uc289zto.1	Snap23
ENSMUST00000137144.1	chr2	+	120586240	120595424	120586240	120586240		uc289ztq.1	Snap23
ENSMUST00000142278.1	chr2	+	120567737	120596705	120584308	120596705	B0R030	uc289ztp.1	Snap23
ENSMUST00000130759.1	chr2	+	120590513	120596787	120590513	120590513		uc289ztr.1	Snap23
ENSMUST00000150611.7	chr2	+	120567720	120596792	120584308	120590852	E9Q8A1	uc289ztm.1	Snap23
ENSMUST00000110711.8	chr2	+	120567670	120601255	120584308	120599341	O09044	uc008lwg.2	Snap23
ENSMUST00000028743.9	chr2	+	120567690	120601255	120584308	120599341	O09044	uc008lwi.3	Snap23
ENSMUST00000116437.7	chr2	+	120567696	120601255	120584308	120599341	Q9D3L3	uc008lwh.2	Snap23
ENSMUST00000151532.1	chr2	+	121008703	121010577	121008703	121008703		uc289zve.1	Ccndbp1
ENSMUST00000135036.1	chr2	+	121011054	121011756	121011054	121011054		uc289zvf.1	Ccndbp1
ENSMUST00000140468.7	chr2	+	121008466	121012948	121008466	121008466		uc289zvc.1	Ccndbp1
ENSMUST00000129717.1	chr2	+	121012490	121012960	121012490	121012490		uc289zvg.1	Ccndbp1
ENSMUST00000099488.10	chr2	+	121008431	121015120	121008509	121014731	A0A0R4J177	uc289zvb.1	Ccndbp1
ENSMUST00000171260.2	chr2	+	121008471	121016513	121008509	121016513	Q3TVC7	uc289zvd.1	Ccndbp1
ENSMUST00000060455.14	chr2	+	121008402	121016904	121008509	121016513	Q3TVC7	uc008lxg.2	Ccndbp1
ENSMUST00000099489.8	chr2	+	121008447	121016904	121008758	121016513	Q3TVC7	uc008lxh.2	Ccndbp1
ENSMUST00000131901.1	chr2	+	121289769	121291073	121289769	121289769		uc289zwx.1	Map1a
ENSMUST00000133283.1	chr2	+	121295462	121307621	121295462	121295462		uc289zwz.1	Map1a
ENSMUST00000110639.7	chr2	+	121295453	121309438	121299418	121308087	Q9QYR6	uc008lyj.3	Map1a
ENSMUST00000094639.9	chr2	+	121289599	121310832	121289634	121308087	A2ARP8	uc008lyi.3	Map1a
ENSMUST00000132613.7	chr2	-	121321689	121334504	121321689	121334504	F6RMX0	uc289zxd.1	Ppip5k1
ENSMUST00000127255.7	chr2	-	121321767	121336733	121321767	121336733	F6VID9	uc289zxe.1	Ppip5k1
ENSMUST00000132617.7	chr2	-	121328423	121337023	121328423	121328423		uc008lyn.2	Ppip5k1
ENSMUST00000155568.2	chr2	-	121327644	121337159	121327644	121337159	F6Q5C6	uc289zxf.1	Ppip5k1
ENSMUST00000132114.7	chr2	-	121321654	121337163	121321654	121337163	F7AST3	uc289zxc.1	Ppip5k1
ENSMUST00000142364.7	chr2	-	121334223	121341985	121334223	121334223		uc289zxg.1	Ppip5k1
ENSMUST00000137087.1	chr2	-	121343530	121348791	121347527	121348791	F6VU93	uc289zxh.1	Ppip5k1
ENSMUST00000110626.7	chr2	-	121310892	121350985	121311655	121350623	A2ARP1	uc008lyl.2	Ppip5k1
ENSMUST00000052029.9	chr2	-	121310560	121351017	121311655	121350623	A2ARP1	uc008lym.2	Ppip5k1
ENSMUST00000140764.7	chr2	-	121348191	121355072	121348191	121348191		uc289zxk.1	Ppip5k1
ENSMUST00000131661.7	chr2	-	121347047	121355075	121347047	121347047		uc289zxj.1	Ppip5k1
ENSMUST00000134644.7	chr2	-	121332072	121355077	121332072	121332072		uc008lyo.2	Ppip5k1
ENSMUST00000134796.2	chr2	-	121350476	121355284	121350476	121350623	B0R0E7	uc289zxl.1	Ppip5k1
ENSMUST00000150081.7	chr2	-	121340357	121355311	121340357	121340357		uc008lyq.2	Ppip5k1
ENSMUST00000110628.7	chr2	-	121310560	121355330	121311655	121350623	A2ARP1	uc289zxa.1	Ppip5k1
ENSMUST00000129276.7	chr2	-	121346627	121355330	121346627	121346627		uc289zxi.1	Ppip5k1
ENSMUST00000110627.7	chr2	-	121310560	121355333	121311655	121350623	A2ARP1	uc008lyk.2	Ppip5k1
ENSMUST00000110625.7	chr2	-	121310898	121355396	121311655	121350623	A2ARP1	uc289zxb.1	Ppip5k1
ENSMUST00000142747.1	chr2	+	122028651	122029328	122028651	122028651		uc289zzw.1	Eif3j1
ENSMUST00000028668.7	chr2	+	122028545	122056598	122028672	122052098	Q3UGC7	uc056zox.2	Eif3j1
ENSMUST00000155561.1	chr2	-	122303551	122305711	122303551	122303551		uc290aaf.1	Duoxa1
ENSMUST00000028653.13	chr2	-	122303744	122306826	122303744	122306826	Q8VE49	uc290aag.1	Duoxa1
ENSMUST00000110538.7	chr2	-	122302190	122306848	122303744	122306826	A2AQ96	uc290aae.1	Duoxa1
ENSMUST00000147788.7	chr2	-	122305214	122313644	122305214	122306826	A2AQ94	uc290aai.1	Duoxa1
ENSMUST00000154412.1	chr2	-	122305593	122313651	122305593	122306826	A2AQ93	uc290aaj.1	Duoxa1
ENSMUST00000110537.7	chr2	-	122303548	122313693	122303744	122306826	Q8VE49	uc008mao.2	Duoxa1
ENSMUST00000148417.7	chr2	-	122304768	122313730	122304768	122306826	A2AQ95	uc290aah.1	Duoxa1
ENSMUST00000099461.3	chr2	+	122315671	122347972	122315702	122347392	A2AQ92	uc008map.1	Duox1
ENSMUST00000005952.10	chr2	-	122681232	122702639	122685178	122702420	O35149	uc008mba.3	Slc30a4
ENSMUST00000099457.3	chr2	-	122683397	122702663	122685178	122702420	A2AK40	uc012ccz.3	Slc30a4
ENSMUST00000124460.1	chr2	+	122765388	122785088	122784960	122785088	H3BJJ7	uc290abl.1	Sqor
ENSMUST00000147475.1	chr2	+	122765390	122785095	122784960	122785095	H3BJM5	uc290abm.1	Sqor
ENSMUST00000126403.8	chr2	+	122784960	122809338	122784960	122807611	F6ZKZ3	uc290abq.1	Sqor
ENSMUST00000110506.8	chr2	+	122781998	122809553	122784960	122809338	Q9R112	uc008mbj.2	Sqor
ENSMUST00000176343.1	chr2	+	122799761	122809559	122799761	122809400	H3BLH2	uc290abr.1	Sqor
ENSMUST00000005953.10	chr2	+	122765236	122809569	122784960	122809338	Q9R112	uc008mbh.4	Sqor
ENSMUST00000148272.1	chr2	-	125389755	125506072	125389755	125389755		uc290acn.1	Fbn1
ENSMUST00000028633.12	chr2	-	125300593	125506385	125301585	125505603	Q61554	uc008mco.2	Fbn1
ENSMUST00000103234.1	chr2	-	125300626	125507993	125301585	125505603	Q61554	uc008mcq.2	Fbn1
ENSMUST00000139343.1	chr2	-	125842721	125858996	125842721	125842721		uc290acu.1	Cops2
ENSMUST00000110462.7	chr2	-	125831598	125859039	125832192	125858989	A2AQE4	uc290act.1	Cops2
ENSMUST00000152683.1	chr2	-	125849756	125859063	125849756	125849756		uc290acv.1	Cops2
ENSMUST00000110463.7	chr2	-	125830303	125859139	125832192	125858989	Q3V3N6	uc008mdc.3	Cops2
ENSMUST00000028635.5	chr2	-	125831601	125859139	125832192	125858989	P61202	uc008mdb.3	Cops2
ENSMUST00000127277.1	chr2	-	126791583	126795536	126791583	126791583		uc057ldz.2	Trpm7
ENSMUST00000135733.7	chr2	-	126796993	126797829	126796993	126796993		uc290aej.1	Trpm7
ENSMUST00000136964.1	chr2	-	126792897	126797846	126792897	126797846	F6QKC0	uc290aei.1	Trpm7
ENSMUST00000155675.7	chr2	-	126792826	126802625	126792826	126792826		uc290aeh.1	Trpm7
ENSMUST00000125327.1	chr2	-	126797282	126805059	126797282	126797282		uc290aek.1	Trpm7
ENSMUST00000142334.1	chr2	-	126813004	126817666	126813004	126813004		uc290ael.1	Trpm7
ENSMUST00000132003.1	chr2	-	126829267	126833855	126829267	126829267		uc290aem.1	Trpm7
ENSMUST00000152615.1	chr2	-	126830843	126834194	126830843	126830843		uc290aeo.1	Trpm7
ENSMUST00000028843.11	chr2	-	126791570	126876117	126792825	126875976	A2AI57	uc008meg.3	Trpm7
ENSMUST00000134408.1	chr2	-	126830840	126876186	126830840	126830840		uc290aen.1	Trpm7
ENSMUST00000103224.9	chr2	-	126791564	126876230	126792825	126875976	Q923J1	uc008mef.3	Trpm7
ENSMUST00000143575.1	chr2	-	127242868	127246046	127242868	127242868		uc290afo.1	Ciao1
ENSMUST00000174030.7	chr2	-	127242619	127247620	127243026	127247620	G3UYR5	uc290afn.1	Ciao1
ENSMUST00000174863.7	chr2	-	127242995	127247620	127242995	127247620	G3UYN9	uc290afp.1	Ciao1
ENSMUST00000172636.1	chr2	-	127245855	127247620	127246696	127247620	G3UYS4	uc290afq.1	Ciao1
ENSMUST00000003759.10	chr2	-	127240937	127247816	127242796	127247620	Q99KN2	uc008mfb.2	Ciao1
ENSMUST00000088538.5	chr2	-	127458129	127482499	127458340	127482107	Q3YAA9	uc008mfl.2	Kcnip3
ENSMUST00000028850.14	chr2	-	127456497	127521370	127458340	127521340	A2AHT3	uc008mfn.3	Kcnip3
ENSMUST00000103215.10	chr2	-	127456497	127521370	127458340	127521252	Q9QXT8	uc008mfm.3	Kcnip3
ENSMUST00000137625.1	chr2	-	127458239	127522094	127458239	127458239		uc008mfo.2	Kcnip3
ENSMUST00000132201.1	chr2	+	128128130	128128737	128128130	128128130		uc290ahm.1	Bcl2l11
ENSMUST00000146023.7	chr2	+	128126037	128130015	128126037	128126037		uc008mgh.2	Bcl2l11
ENSMUST00000129206.1	chr2	+	128127574	128130145	128127574	128127574		uc290ahl.1	Bcl2l11
ENSMUST00000089634.11	chr2	+	128126037	128131495	128128632	128129698	Q6PEB3	uc008mgi.4	Bcl2l11
ENSMUST00000103211.7	chr2	+	128126039	128158442	128128632	128158329	Q3U7X3	uc008mgl.2	Bcl2l11
ENSMUST00000019281.13	chr2	+	128126037	128160961	128128632	128158329	Q3U7X3	uc290ahk.1	Bcl2l11
ENSMUST00000103210.1	chr2	+	128126049	128161228	128128632	128158329	O54918	uc008mgk.2	Bcl2l11
ENSMUST00000110341.8	chr2	+	128126038	128162547	128128632	128158329	Q542N5	uc008mgm.2	Bcl2l11
ENSMUST00000140221.1	chr2	+	128771312	128802678	128771312	128771312		uc008mgu.2	Mertk
ENSMUST00000014505.4	chr2	+	128698955	128802894	128699045	128801667	Q60805	uc008mgt.2	Mertk
ENSMUST00000126160.1	chr2	+	128841152	128849725	128841152	128841152		uc290air.1	Tmem87b
