ENMUST_ID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENSMUST00000027185.10	chr1	+	58973521	58995715	58977053	58994436	12	58973521,58976958,58979933,58985288,58988505,58989689,58991012,58992203,58992650,58992892,58993560,58994292,	58973850,58977065,58980014,58985388,58988627,58989798,58991136,58992375,58992755,58993137,58993603,58995715,	Q8K4T3	uc007bcy.3
ENSMUST00000190659.1	chr1	+	59850664	59852351	59850664	59850664	2	59850664,59852293,	59851338,59852351,		uc287inb.1
ENSMUST00000186246.1	chr1	+	59851476	59856195	59851476	59851476	1	59851476,	59856195,		uc287inc.1
ENSMUST00000087435.6	chr1	+	59763399	59879014	59764652	59870485	13	59763399,59813587,59815240,59841430,59842742,59845477,59847057,59851177,59852293,59859172,59863780,59867335,59870234,	59764728,59813758,59815411,59841541,59842834,59845708,59847172,59851338,59852441,59859309,59863953,59868615,59879014,	O35607	uc007bdz.3
ENSMUST00000189790.1	chr1	+	59979180	59980938	59979180	59979180	1	59979180,	59980938,		uc287inh.1
ENSMUST00000151630.1	chr1	+	59970679	59981515	59970679	59979377	4	59970679,59974882,59979277,59981408,	59970711,59975003,59979435,59981515,	M0QWW4	uc287ing.1
ENSMUST00000036540.11	chr1	+	59913005	59985346	59913163	59981727	8	59913005,59949052,59952934,59958321,59968953,59970485,59974882,59981408,	59913752,59949204,59953024,59958435,59969097,59970711,59975003,59985346,	Q3U3E2	uc011wlt.3
ENSMUST00000187195.1	chr1	+	60180811	60185898	60180811	60180811	1	60180811,	60185898,		uc287iny.1
ENSMUST00000185573.1	chr1	+	60227221	60229898	60227221	60227221	1	60227221,	60229898,		uc287ioa.1
ENSMUST00000160980.2	chr1	+	60222201	60235561	60222201	60235561	6	60222201,60224624,60228621,60230601,60234796,60234980,	60222373,60224731,60228708,60230685,60234895,60235561,	F7D418	uc287inz.1
ENSMUST00000185984.1	chr1	+	60266138	60269356	60266138	60266138	1	60266138,	60269356,		uc287ioe.1
ENSMUST00000188450.6	chr1	+	60235463	60282038	60235463	60235463	28	60235463,60236370,60237096,60238571,60242538,60244793,60247615,60248362,60251034,60251303,60253351,60254893,60257429,60258649,60260232,60261409,60264278,60264881,60267758,60268382,60270271,60272132,60277124,60277912,60278666,60279698,60281246,60281824,	60235561,60236503,60237216,60238875,60242624,60244883,60247784,60248496,60251194,60251406,60253508,60255052,60257589,60258738,60260793,60261585,60264432,60265010,60268064,60268532,60270429,60272257,60277251,60278061,60278800,60279800,60281342,60282038,		uc287iob.1
ENSMUST00000190958.1	chr1	+	60283934	60286196	60283934	60283934	1	60283934,	60286196,		uc056yda.2
ENSMUST00000159344.1	chr1	+	60278769	60291929	60278769	60291929	7	60278769,60279698,60281824,60283982,60287310,60289914,60291833,	60278800,60279800,60281949,60284123,60287441,60290024,60291929,	F6U6E8	uc287iog.1
ENSMUST00000035569.11	chr1	+	60260305	60319694	60260305	60319694	24	60260305,60261409,60264278,60264881,60267758,60268382,60270271,60272132,60277124,60277912,60278666,60279698,60281246,60281824,60283982,60287310,60289914,60291833,60292866,60310203,60310926,60312150,60319316,60319670,	60260793,60261585,60264432,60265010,60268064,60268532,60270429,60272257,60277251,60278061,60278800,60279800,60281342,60281949,60284123,60287441,60290024,60291951,60292964,60310313,60311099,60312245,60319433,60319694,	E9PV03	uc287ioc.1
ENSMUST00000162291.7	chr1	+	60260313	60331466	60260313	60280045	31	60260313,60261409,60264278,60264881,60267758,60268382,60270271,60272132,60277124,60277912,60278666,60279698,60280030,60280861,60281246,60281824,60283982,60287310,60289914,60291833,60292866,60295878,60305274,60310203,60310926,60312150,60319316,60319670,60328059,60329326,60330890,	60260793,60261585,60264432,60265010,60268064,60268532,60270429,60272257,60277251,60278061,60278800,60279800,60280138,60281019,60281342,60281949,60284123,60287441,60290024,60291951,60292964,60295995,60305364,60310313,60311099,60312245,60319433,60319832,60328208,60329462,60331466,	F7BJ98	uc287iod.1
ENSMUST00000160834.7	chr1	+	60180598	60338328	60181703	60330992	55	60180598,60181462,60194503,60195014,60200104,60200863,60206333,60217195,60222066,60224624,60230601,60234796,60234980,60236370,60237096,60238571,60242538,60244793,60247615,60248362,60251034,60251303,60253351,60254893,60257429,60258649,60260232,60261409,60264278,60264881,60267758,60268382,60270271,60272132,60277124,60277912,60278666,60279698,60281246,60281824,60283982,60287310,60289914,60291833,60292866,60295878,60305274,60310203,60310926,60312150,60319316,60319670,60328059,60329326,60330890,	60180685,60181754,60194595,60195176,60200186,60200991,60206416,60217281,60222373,60224731,60230685,60234895,60235561,60236503,60237216,60238875,60242624,60244883,60247784,60248496,60251194,60251406,60253508,60255052,60257589,60258738,60260793,60261585,60264432,60265010,60268064,60268532,60270429,60272257,60277251,60278061,60278800,60279800,60281342,60281949,60284123,60287441,60290024,60291951,60292964,60295995,60305364,60310313,60311099,60312245,60319433,60319832,60328208,60329462,60338328,	E9PYP2	uc007bej.2
ENSMUST00000189649.1	chr1	+	60409807	60434492	60409807	60409807	2	60409807,60434242,	60409919,60434492,		uc287ioo.1
ENSMUST00000191493.1	chr1	+	60409780	60444778	60409780	60409780	4	60409780,60434242,60437055,60443984,	60409919,60434410,60438959,60444778,		uc287iol.1
ENSMUST00000189082.6	chr1	+	60409794	60447304	60409802	60447304	5	60409794,60437055,60438941,60443984,60447259,	60409919,60437232,60438959,60444082,60447304,	A0A087WR90	uc287iom.1
ENSMUST00000187400.6	chr1	+	60437206	60476920	60437206	60476915	6	60437206,60443984,60448077,60453603,60470665,60476739,	60437232,60444082,60448202,60453762,60470839,60476920,	A0A087WP64	uc287ioq.1
ENSMUST00000186097.6	chr1	+	60437211	60477083	60437211	60476915	10	60437211,60438941,60443984,60447259,60448077,60450070,60453603,60464528,60470665,60476739,	60437232,60438959,60444082,60447406,60448202,60450253,60453762,60464615,60470839,60477083,	A0A087WNU9	uc287ior.1
ENSMUST00000188594.6	chr1	+	60409694	60477088	60409802	60476915	9	60409694,60434242,60437055,60443984,60448077,60450070,60453603,60470665,60476739,	60409919,60434410,60437232,60444082,60448202,60450253,60453762,60470839,60477088,	A0A087WRS3	uc287iok.1
ENSMUST00000187709.6	chr1	+	60409802	60477158	60409802	60476915	10	60409802,60434242,60437055,60443984,60447259,60448077,60453603,60464528,60470665,60476739,	60409919,60434410,60437232,60444082,60447406,60448202,60453762,60464615,60470839,60477158,	A0A087WPP8	uc287ion.1
ENSMUST00000190158.1	chr1	+	60438941	60477304	60438941	60476915	8	60438941,60443984,60448077,60450070,60453603,60464528,60470671,60476739,	60438959,60444082,60448202,60450253,60453762,60464615,60470839,60477304,	A0A087WPE6	uc287ios.1
ENSMUST00000185788.6	chr1	+	60437082	60477758	60437082	60476915	8	60437082,60438941,60443984,60448077,60450070,60453603,60470665,60476739,	60437232,60438959,60444082,60448202,60450253,60453762,60470839,60477758,	A0A087WNT3	uc287iop.1
ENSMUST00000189980.6	chr1	+	60409733	60479518	60409802	60476915	11	60409733,60434242,60437055,60438941,60443984,60447259,60448077,60450169,60453603,60470665,60476739,	60409919,60434410,60437232,60438959,60444082,60447406,60448202,60450253,60453762,60470839,60479518,	Q6AXH6	uc007ber.3
ENSMUST00000052332.14	chr1	+	60409618	60481158	60409802	60476915	9	60409618,60434242,60437055,60443984,60447259,60448077,60453603,60470665,60476739,	60409919,60434410,60437232,60444082,60447406,60448202,60453762,60470839,60481158,	P62484	uc007beq.3
ENSMUST00000188618.6	chr1	+	60409694	60481158	60409802	60478007	12	60409694,60434242,60437055,60438941,60443984,60447259,60448077,60450070,60453603,60470665,60476739,60478002,	60409919,60434410,60437232,60438959,60444082,60447406,60448202,60450253,60453762,60470839,60476832,60481158,	Q6AXD2	uc007bep.3
ENSMUST00000188100.1	chr1	-	63060134	63063561	63060134	63060134	1	63060134,	63063561,		uc287irb.1
ENSMUST00000133236.7	chr1	-	62958417	63091929	63057982	63086301	13	62958417,62962589,62980434,62981197,63057964,63061039,63062035,63065703,63068183,63074321,63078952,63085667,63091790,	62958632,62962734,62980511,62981380,63059145,63061197,63062253,63065837,63068293,63074546,63079061,63086398,63091929,	B1AT32	uc287iqw.1
ENSMUST00000153992.1	chr1	-	63062163	63114255	63062163	63086301	10	63062163,63065703,63068183,63074321,63078952,63085667,63093284,63093639,63105655,63114210,	63062253,63065837,63068293,63074546,63079061,63086398,63093440,63093730,63105759,63114255,	B1AT34	uc287ird.1
ENSMUST00000165066.7	chr1	-	63047800	63114267	63057982	63093502	12	63047800,63061039,63062035,63065703,63068183,63074321,63078952,63085667,63093284,63093639,63105655,63114210,	63059145,63061197,63062253,63065837,63068293,63074546,63079061,63086398,63093531,63093730,63105759,63114267,	E9Q9Q0	uc011wmc.1
ENSMUST00000172416.7	chr1	-	63047800	63114267	63057982	63086301	12	63047800,63061039,63062035,63065703,63068183,63074321,63078952,63085667,63093284,63093639,63105655,63114210,	63059145,63061197,63062253,63065837,63068293,63074546,63079061,63086398,63093440,63093730,63105759,63114267,	B1AT32	uc011wmb.1
ENSMUST00000137511.7	chr1	-	63062149	63114334	63062149	63086301	10	63062149,63065703,63068183,63074321,63078952,63085667,63093284,63093639,63105655,63114210,	63062253,63065837,63068293,63074546,63079061,63086398,63093531,63093730,63105759,63114334,	B1AT33	uc287irc.1
ENSMUST00000097718.8	chr1	-	63047800	63114667	63057982	63086301	11	63047800,63061039,63062035,63065703,63068183,63074321,63078952,63085667,63093284,63093639,63114360,	63059145,63061197,63062253,63065837,63068293,63074546,63079061,63086398,63093531,63093730,63114667,	B1AT32	uc287ira.1
ENSMUST00000129190.7	chr1	-	66719247	66801210	66720775	66801210	14	66719247,66721804,66723262,66724557,66725873,66726686,66728443,66735636,66738050,66762047,66772905,66773421,66777966,66801048,	66721006,66721973,66723375,66724612,66725998,66726808,66728575,66735744,66738213,66762252,66773027,66773514,66778108,66801210,	F6ULJ7	uc287ixd.1
ENSMUST00000132960.1	chr1	-	66776997	66808794	66776997	66776997	4	66776997,66801048,66807524,66808303,	66778108,66802168,66807604,66808794,		uc007bip.2
ENSMUST00000068168.9	chr1	-	66719362	66817546	66720775	66802139	14	66719362,66721804,66723262,66724557,66725873,66726686,66735636,66738050,66762047,66772905,66773421,66777966,66801048,66817373,	66721006,66721973,66723375,66724612,66725998,66726808,66735744,66738213,66762252,66773027,66773619,66778108,66802168,66817546,	Q5DTI6	uc007bin.3
ENSMUST00000189846.1	chr1	-	66800741	66817546	66800741	66800741	2	66800741,66817373,	66802168,66817546,		uc287ixk.1
ENSMUST00000113987.1	chr1	-	66735541	66817562	66735562	66802139	8	66735541,66738050,66762047,66772905,66773421,66777966,66801048,66817373,	66735744,66738213,66762252,66773027,66773619,66778108,66802168,66817562,	E9QLE2	uc007bio.3
ENSMUST00000186346.1	chr1	-	66930191	66934698	66930191	66930191	2	66930191,66934517,	66930329,66934698,		uc287ixu.1
ENSMUST00000120415.7	chr1	-	66926065	66935333	66926145	66935278	5	66926065,66926533,66930185,66934517,66935275,	66926285,66926707,66930329,66934542,66935333,	E9PWG4	uc007biu.3
ENSMUST00000150542.1	chr1	-	66925022	66935350	66925022	66925022	7	66925022,66926207,66926533,66930185,66934245,66934517,66935275,	66925065,66926285,66926707,66930329,66934273,66934542,66935350,		uc287ixs.1
ENSMUST00000119429.7	chr1	-	66924297	66935354	66925036	66935278	7	66924297,66925022,66926207,66926533,66930185,66934517,66935275,	66924557,66925065,66926285,66926707,66930329,66934542,66935354,	Q545G5	uc007bis.4
ENSMUST00000186202.6	chr1	-	66924294	66935637	66925036	66926705	7	66924294,66925022,66926207,66926533,66930185,66934517,66935490,	66924557,66925065,66926285,66926707,66930329,66934542,66935637,	A0A087WRZ7	uc287ixr.1
ENSMUST00000027151.11	chr1	-	66924294	66945143	66925036	66944905	7	66924294,66925022,66926207,66926533,66930185,66934245,66944791,	66924557,66925065,66926285,66926707,66930329,66934273,66945143,	Q545T7	uc007bit.4
ENSMUST00000160100.1	chr1	-	66926621	66945384	66926621	66944905	5	66926621,66930185,66934245,66944791,66945290,	66926707,66930329,66934273,66945010,66945384,	E0CZ30	uc287ixt.1
ENSMUST00000151328.2	chr1	-	66944462	66945404	66944462	66944462	2	66944462,66945290,	66945010,66945404,		uc287ixv.1
ENSMUST00000191527.6	chr1	-	73925416	73928217	73925416	73925416	2	73925416,73927911,	73925769,73928217,		uc287jcv.1
ENSMUST00000187691.6	chr1	-	73913910	73928513	73914529	73925702	12	73913910,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73928460,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73928513,	Q9DBT6	uc287jcq.1
ENSMUST00000185529.1	chr1	-	73925629	73930505	73925629	73925629	3	73925629,73927911,73930316,	73925769,73928110,73930505,		uc287jcx.1
ENSMUST00000185264.6	chr1	-	73925416	73930811	73925416	73925416	3	73925416,73927911,73930762,	73925769,73928110,73930811,		uc287jcw.1
ENSMUST00000189228.1	chr1	-	73925129	73941014	73925129	73941014	3	73925129,73937302,73940977,	73925523,73937317,73941014,	A0A087WPC7	uc287jcu.1
ENSMUST00000191367.1	chr1	-	73953372	73963043	73953372	73953636	2	73953372,73962910,	73953950,73963043,	A0A087WSC8	uc287jcy.1
ENSMUST00000188942.1	chr1	-	73980639	73987063	73980639	73980639	5	73980639,73982232,73985018,73985702,73985874,	73981030,73982298,73985148,73985778,73987063,		uc287jcz.1
ENSMUST00000185702.6	chr1	-	73914092	73995372	73914529	73995372	28	73914092,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73935897,73936331,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73935936,73936355,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995372,	A0A087WQ94	uc287jcr.1
ENSMUST00000185331.6	chr1	-	73914116	73995372	73914529	73995372	27	73914116,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73936331,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,	73914674,73916471,73916934,73917801,73918069,73919731,73920596,73921089,73921853,73925769,73928110,73936355,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995372,	A0A087WRU0	uc287jcs.1
ENSMUST00000188436.1	chr1	-	73994792	73997695	73994792	73994792	1	73994792,	73997695,		uc287jde.1
ENSMUST00000191264.6	chr1	-	73989721	73998468	73989721	73989721	7	73989721,73991674,73992099,73993162,73995200,73997048,73998244,	73990394,73991739,73992222,73993213,73995381,73997104,73998468,		uc007bli.2
ENSMUST00000189571.1	chr1	-	73992099	73998468	73992099	73992099	5	73992099,73993162,73995200,73997048,73998244,	73992222,73993213,73995381,73997104,73998468,		uc287jdb.1
ENSMUST00000190389.6	chr1	-	73992204	74001567	73992204	74001567	5	73992204,73993162,73995200,73997048,74001447,	73992222,73993213,73995381,73997104,74001567,	A0A087WR29	uc287jdc.1
ENSMUST00000186381.6	chr1	-	73990373	74016422	73990373	73990373	10	73990373,73991674,73992099,73993162,73995200,73997048,74002286,74003516,74016144,74016397,	73990394,73991739,73992222,73993213,73995381,73997104,74002337,74003558,74016186,74016422,		uc287jda.1
ENSMUST00000187281.6	chr1	-	73993162	74037133	73993162	74037133	7	73993162,73995200,73997048,74002286,74003516,74016144,74036970,	73993213,73995381,73997104,74002337,74003558,74016186,74037133,	A0A087WP40	uc287jdd.1
ENSMUST00000190599.1	chr1	-	74002315	74037157	74002315	74002315	4	74002315,74003516,74016144,74036858,	74002337,74003558,74016186,74037157,		uc287jdh.1
ENSMUST00000187584.6	chr1	-	73910231	74091351	73914529	74091205	33	73910231,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,73997048,74002286,74003516,74016144,74068608,74079198,74091172,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995372,73997104,74002337,74003558,74016186,74068646,74079313,74091351,	A0A087WQM0	uc287jcp.1
ENSMUST00000191204.6	chr1	-	73995287	74096825	73995287	74096825	8	73995287,73997048,74002286,74003516,74016144,74068608,74079198,74096748,	73995381,73997104,74002337,74003558,74016186,74068646,74079313,74096825,	A0A087WS32	uc287jdf.1
ENSMUST00000188208.1	chr1	-	73997054	74096868	73997054	74096812	7	73997054,74002286,74003516,74016144,74068608,74079198,74096794,	73997104,74002337,74003558,74016186,74068646,74079313,74096868,	A0A087WRZ8	uc287jdg.1
ENSMUST00000169786.7	chr1	-	73910230	74124447	73914529	74124447	35	73910230,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73935897,73936331,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,73997048,74002286,74003516,74016144,74068608,74079198,74124291,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73935936,73936355,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995381,73997104,74002337,74003558,74016186,74068646,74079313,74124447,	E9Q0S6	uc011wmx.3
ENSMUST00000212888.1	chr1	-	73914529	74124447	73914529	74124447	34	73914529,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73935897,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,73997048,74002286,74003516,74016144,74068608,74079198,74124291,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73935936,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995381,73997104,74002337,74003558,74016186,74068646,74079313,74124447,	A0A1D5RM59	uc287jct.1
ENSMUST00000191104.6	chr1	-	73910231	74124449	73914529	74124447	33	73910231,73916438,73916865,73917632,73917997,73919653,73920506,73920957,73921766,73924705,73927911,73937224,73940977,73941909,73952420,73980913,73982232,73985018,73985702,73985874,73986262,73990310,73991674,73992099,73993162,73995200,73997048,74002286,74003516,74016144,74068608,74079198,74124291,	73914674,73916471,73916934,73917801,73918069,73919731,73920599,73921089,73921853,73925769,73928110,73937317,73941053,73942106,73953950,73981030,73982298,73985148,73985778,73985935,73986375,73990394,73991739,73992222,73993213,73995381,73997104,74002337,74003558,74016186,74068646,74079313,74124449,	A0A087WQS0	uc007blg.4
ENSMUST00000127134.1	chr1	+	74125578	74147773	74127677	74147746	12	74125578,74127591,74127845,74128947,74129338,74129697,74131177,74132719,74134103,74140918,74146653,74147643,	74125614,74127723,74127952,74129073,74129445,74129841,74131247,74133346,74134207,74141065,74146764,74147773,	Q3TYX8	uc011wmy.2
ENSMUST00000080167.10	chr1	+	74125540	74148223	74129046	74147746	12	74125540,74127591,74127868,74128947,74129338,74129697,74131177,74132719,74134103,74140918,74146653,74147643,	74125614,74127723,74127952,74129073,74129445,74129841,74131247,74133346,74134207,74141065,74146764,74148223,	Q3TYX8	uc007blk.3
ENSMUST00000129219.1	chr1	+	74285049	74286634	74285049	74285049	2	74285049,74285841,	74285137,74286634,		uc287jdq.1
ENSMUST00000152492.1	chr1	+	74285776	74287273	74285776	74285776	2	74285776,74287091,	74286010,74287273,		uc287jds.1
ENSMUST00000113805.7	chr1	+	74284929	74287454	74285070	74287284	3	74284929,74285841,74287091,	74285137,74286010,74287454,	A0A0R4J1J1	uc007bls.3
ENSMUST00000190398.1	chr1	+	74332662	74336261	74332662	74332662	1	74332662,	74336261,		uc056ydf.1
ENSMUST00000138620.1	chr1	+	74285053	74347566	74285053	74285053	3	74285053,74285841,74347384,	74285137,74286010,74347566,		uc287jdr.1
ENSMUST00000027370.12	chr1	+	74285044	74353684	74285070	74351931	10	74285044,74285841,74347384,74347651,74348762,74349307,74349713,74350616,74351536,74351757,	74285137,74286010,74347500,74347764,74348821,74349400,74349877,74350703,74351652,74353684,	Q69ZP3	uc007blt.2
ENSMUST00000087225.5	chr1	+	74332609	74353686	74332630	74351931	9	74332609,74347384,74347651,74348762,74349307,74349713,74350616,74351536,74351757,	74332791,74347500,74347764,74348821,74349400,74349877,74350703,74351652,74353686,	Q69ZP3	uc007blw.2
ENSMUST00000087226.10	chr1	+	74285054	74353694	74285070	74351931	11	74285054,74285841,74287091,74347384,74347651,74348762,74349307,74349713,74350616,74351536,74351757,	74285137,74286010,74287208,74347500,74347764,74348821,74349400,74349877,74350703,74351652,74353694,	Q69ZP3	uc007blu.2
ENSMUST00000153636.7	chr1	+	74661816	74673255	74661816	74661816	2	74661816,74672843,	74661889,74673255,		uc287jgf.1
ENSMUST00000129890.7	chr1	+	74661816	74681791	74672953	74681791	5	74661816,74672843,74680353,74681299,74681758,	74661889,74673010,74680463,74681409,74681791,	D3Z7H1	uc287jgg.1
ENSMUST00000141119.7	chr1	+	74661749	74685357	74678913	74685357	7	74661749,74672843,74678897,74680353,74681299,74681758,74685318,	74661889,74673010,74678931,74680463,74681409,74681822,74685357,	D3Z402	uc287jge.1
ENSMUST00000143925.7	chr1	+	74685325	74688628	74685325	74685325	7	74685325,74685859,74686316,74687203,74687722,74688163,74688566,	74685443,74685970,74686393,74687395,74687851,74688286,74688628,		uc287jgi.1
ENSMUST00000140591.1	chr1	+	74685955	74688650	74685955	74685955	5	74685955,74686316,74687203,74688163,74688566,	74685970,74686393,74687395,74688286,74688650,		uc287jgj.1
ENSMUST00000155753.1	chr1	+	74689422	74690678	74689422	74689422	2	74689422,74689959,	74689457,74690678,		uc287jgk.1
ENSMUST00000143790.1	chr1	+	74695733	74697841	74695733	74695733	4	74695733,74696404,74696741,74697440,	74695810,74696615,74696812,74697841,		uc287jgm.1
ENSMUST00000113678.1	chr1	+	74678897	74697977	74678991	74697699	17	74678897,74681299,74681758,74685318,74685859,74686316,74687477,74687722,74688163,74688566,74689322,74689959,74695707,74696404,74696741,74697178,74697440,	74680463,74681409,74681822,74685443,74685970,74686393,74687560,74687851,74688286,74688665,74689457,74690106,74695810,74696615,74696812,74697249,74697977,	D3YY08	uc287jgh.1
ENSMUST00000128891.7	chr1	+	74695212	74699878	74695212	74695212	5	74695212,74696404,74696741,74697178,74697440,	74695810,74696615,74696812,74697249,74699878,		uc007bmz.2
ENSMUST00000145132.7	chr1	+	74690072	74701832	74690072	74690072	7	74690072,74690693,74695707,74696404,74696741,74697178,74697440,	74690106,74690889,74695810,74696615,74696812,74697249,74701832,		uc287jgl.1
ENSMUST00000042125.14	chr1	+	74661744	74703730	74678991	74697699	20	74661744,74672843,74678897,74681299,74681758,74685318,74685859,74686316,74687203,74687477,74687722,74688163,74688566,74689322,74689959,74695707,74696404,74696741,74697178,74697440,	74661889,74673010,74680463,74681409,74681822,74685443,74685970,74686393,74687395,74687560,74687851,74688286,74688665,74689457,74690106,74695810,74696615,74696812,74697249,74703730,	Q80UG8	uc007bmy.2
ENSMUST00000190781.1	chr1	+	74735350	74736716	74735350	74735350	3	74735350,74735553,74736680,	74735476,74736036,74736716,		uc287jgn.1
ENSMUST00000189083.1	chr1	+	74736808	74737823	74736808	74736808	3	74736808,74737178,74737542,	74737098,74737391,74737823,		uc287jgo.1
ENSMUST00000027356.6	chr1	+	74713573	74737892	74713630	74737659	9	74713573,74731918,74735276,74735553,74735863,74736680,74737016,74737178,74737542,	74713891,74732109,74735476,74735751,74736036,74736847,74737098,74737391,74737892,	Q9DBG1	uc007bna.3
ENSMUST00000113672.8	chr1	-	74740204	74748577	74740704	74748022	12	74740204,74741151,74741466,74744455,74744720,74745316,74745550,74745696,74745869,74747151,74747871,74748471,	74740821,74741298,74741504,74744621,74744847,74745371,74745596,74745755,74745951,74747558,74748024,74748577,	Q8BGM7	uc007bnc.2
ENSMUST00000162093.1	chr1	-	74741466	74748867	74745338	74748850	10	74741466,74744455,74744720,74745316,74745696,74745869,74747151,74747871,74748471,74748817,	74741504,74744621,74744847,74745371,74745755,74745951,74747558,74748024,74748511,74748867,	E0CXJ7	uc287jgr.1
ENSMUST00000159728.1	chr1	-	74747517	74748904	74748700	74748850	4	74747517,74747871,74748471,74748681,	74747558,74748024,74748571,74748904,	E0CX18	uc287jgs.1
ENSMUST00000160732.7	chr1	-	74738921	74748955	74740704	74748850	14	74738921,74740586,74741151,74741466,74744455,74744720,74745316,74745550,74745696,74745869,74747151,74747871,74748471,74748817,	74740060,74740821,74741298,74741504,74744621,74744847,74745371,74745596,74745755,74745951,74747558,74748024,74748511,74748955,	Q8BGM7	uc007bnb.2
ENSMUST00000188073.6	chr1	-	74738921	74748955	74740704	74748850	14	74738921,74740586,74741151,74741466,74744455,74744720,74745316,74745550,74745696,74745869,74747151,74747871,74748471,74748817,	74740060,74740821,74741298,74741504,74744621,74744847,74745371,74745596,74745755,74745951,74747558,74748024,74748511,74748955,	Q8BGM7	uc287jgp.1
ENSMUST00000081636.12	chr1	-	74740204	74749221	74740704	74748850	13	74740204,74741151,74741466,74744455,74744720,74745316,74745550,74745696,74745869,74747151,74747871,74748471,74748817,	74740821,74741298,74741504,74744621,74744847,74745371,74745596,74745755,74745951,74747558,74748024,74748511,74749221,	Q8BGM7	uc287jgq.1
ENSMUST00000189544.1	chr1	+	74782438	74784602	74782438	74782438	2	74782438,74784138,	74782894,74784602,		uc287jgv.1
ENSMUST00000006716.7	chr1	+	74771891	74785322	74772145	74784600	4	74771891,74782101,74782559,74784138,	74772222,74782322,74782894,74785322,	P22727	uc007bne.2
ENSMUST00000187238.1	chr1	+	74793362	74803495	74793362	74803148	2	74793362,74803122,	74793625,74803495,	A0A087WP71	uc287jgw.1
ENSMUST00000006718.14	chr1	+	74791515	74804179	74792170	74803620	4	74791515,74793362,74800532,74803122,	74792283,74793625,74800912,74804179,	P70701	uc007bnf.4
ENSMUST00000188037.1	chr1	-	75137091	75137806	75137091	75137091	2	75137091,75137754,	75137443,75137806,		uc287jhk.1
ENSMUST00000187888.1	chr1	-	75136784	75137861	75136784	75136784	2	75136784,75137325,	75136932,75137861,		uc287jhj.1
ENSMUST00000189043.1	chr1	-	75135770	75138876	75135770	75135770	3	75135770,75137325,75137754,	75136932,75137443,75138876,		uc287jhi.1
ENSMUST00000190679.6	chr1	-	75135767	75141691	75136398	75141484	8	75135767,75137325,75137754,75139346,75139558,75139820,75140897,75141415,	75136932,75137443,75137816,75139475,75139679,75139902,75141006,75141691,	Q8K158	uc007bnp.2
ENSMUST00000189403.6	chr1	-	75139346	75141803	75139346	75141484	6	75139346,75139558,75139820,75140897,75141415,75141699,	75139475,75139679,75139902,75141006,75141503,75141803,	A0A087WSI6	uc287jhl.1
ENSMUST00000168720.7	chr1	-	75134553	75142638	75136398	75141484	9	75134553,75137325,75137754,75139346,75139558,75139820,75140897,75141415,75142057,	75136932,75137443,75137816,75139475,75139679,75139902,75141006,75141503,75142638,	Q8K158	uc007bnr.2
ENSMUST00000041213.11	chr1	-	75135770	75142697	75136398	75141484	10	75135770,75137325,75137754,75139346,75139558,75139820,75140897,75141415,75142057,75142642,	75136932,75137443,75137816,75139475,75139679,75139902,75141006,75141503,75142560,75142697,	Q8K158	uc007bns.2
ENSMUST00000189809.1	chr1	-	75139596	75142711	75139596	75141484	5	75139596,75139820,75140897,75141415,75142642,	75139679,75139902,75141006,75141503,75142711,	A0A087WQM7	uc287jhm.1
