#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000100171.2	chr2	+	34772094	34776531	34772321	34776113	P20029	uc008jit.3	Hspa5
ENSMUST00000028222.12	chr2	+	34771969	34777547	34772321	34776113	P20029	uc008jis.3	Hspa5
ENSMUST00000135575.1	chr2	-	34852442	34857691	34852575	34857691	F7BA91	uc289vkm.1	Psmd5
ENSMUST00000143456.1	chr2	-	34852101	34870933	34852101	34852101		uc289vkl.1	Psmd5
ENSMUST00000028225.11	chr2	-	34849733	34870962	34852575	34870922	Q8BJY1	uc008jje.2	Psmd5
ENSMUST00000202917.1	chr2	-	34871107	34872210	34871107	34871107		uc289vko.1	Psmd5
ENSMUST00000189715.1	chr2	-	34866938	34874968	34866938	34866938		uc289vkn.1	Psmd5
ENSMUST00000128663.7	chr2	-	34893783	34904152	34893783	34893783		uc289vks.1	Phf19
ENSMUST00000128394.7	chr2	-	34898081	34904907	34898081	34898081		uc289vkt.1	Phf19
ENSMUST00000028232.6	chr2	-	34893756	34913976	34895718	34911796	Q9CXG9	uc008jjh.2	Phf19
ENSMUST00000202907.1	chr2	-	34907097	34914017	34907097	34911796	A0A0J9YU15	uc289vku.1	Phf19
ENSMUST00000129911.1	chr2	-	34898968	34914026	34898968	34898968		uc008jji.2	Phf19
ENSMUST00000119445.1	chr2	-	35483383	35483905	35483383	35483383		uc289vmx.1	Gm13444
ENSMUST00000070112.5	chr2	-	36036325	36049406	36036503	36049242	Q9DCJ5	uc008jlb.2	Ndufa8
ENSMUST00000144319.7	chr2	+	36230555	36238063	36230555	36230555		uc289vom.1	Ptgs1
ENSMUST00000151351.1	chr2	+	36240712	36241468	36240712	36240712		uc289voo.1	Ptgs1
ENSMUST00000133777.1	chr2	+	36242474	36245205	36242474	36242474		uc289vop.1	Ptgs1
ENSMUST00000149930.2	chr2	+	36236248	36252269	36236248	36236248		uc289von.1	Ptgs1
ENSMUST00000062069.5	chr2	+	36230425	36252272	36230562	36251351	Q543T1	uc008jll.3	Ptgs1
ENSMUST00000121366.1	chr2	+	36389131	36389419	36389131	36389131		uc289voy.1	Gm13430
ENSMUST00000147600.2	chr2	+	37791170	37793523	37791170	37792627	A0A0N4SUJ6	uc289vsd.1	Crb2
ENSMUST00000137693.1	chr2	+	37795168	37796616	37795168	37795168		uc289vse.1	Crb2
ENSMUST00000050372.9	chr2	+	37776248	37799103	37776340	37796672	Q80YA8	uc008jnf.2	Crb2
ENSMUST00000151981.2	chr2	-	38611170	38643920	38611170	38611170		uc008jnq.2	Psmb7
ENSMUST00000028083.5	chr2	-	38588035	38644087	38588176	38643902	P70195	uc008jnp.2	Psmb7
ENSMUST00000204825.2	chr2	+	39008140	39013899	39008140	39008140		uc289vuj.1	Arpc5l
ENSMUST00000141467.7	chr2	+	39005347	39015326	39005347	39005347		uc289vui.1	Arpc5l
ENSMUST00000090993.7	chr2	+	39008156	39015393	39008195	39013185	A0A0R3P9C9	uc289vuk.1	Arpc5l
ENSMUST00000112862.6	chr2	+	39008075	39015877	39008195	39015120	Q9D898	uc008joa.2	Arpc5l
ENSMUST00000135049.1	chr2	+	39010017	39015877	39010017	39010017		uc289vul.1	Arpc5l
ENSMUST00000120980.1	chr2	-	41987472	41988829	41987472	41987472		uc289vwi.1	Gm13461
ENSMUST00000138540.1	chr2	+	43555328	43563496	43555328	43555328		uc289vwq.1	Kynu
ENSMUST00000130968.1	chr2	+	43599614	43606198	43599614	43599614		uc289vwr.1	Kynu
ENSMUST00000050511.6	chr2	+	43555353	43636758	43562966	43635021	A2ARD7	uc033hmv.2	Kynu
ENSMUST00000112826.7	chr2	+	43555341	43680216	43562966	43679994	Q6NSV5	uc008jos.3	Kynu
ENSMUST00000148855.1	chr2	+	43670929	43681423	43670929	43670929		uc289vws.1	Kynu
ENSMUST00000028223.8	chr2	+	43555328	43682715	43562966	43681471	A2ARD6	uc008jot.3	Kynu
ENSMUST00000126337.1	chr2	+	50165400	50173694	50165539	50173694	A2AQT3	uc289wax.1	Lypd6
ENSMUST00000128451.7	chr2	+	50066461	50190670	50165539	50190670	A2AQT4	uc289wav.1	Lypd6
ENSMUST00000169232.1	chr2	+	50128368	50193563	50165539	50190817	Q8BPP5	uc289waw.1	Lypd6
ENSMUST00000053208.13	chr2	+	50066463	50193564	50165539	50190817	Q8BPP5	uc008jqa.4	Lypd6
ENSMUST00000112712.9	chr2	+	50066428	50193569	50165539	50190817	Q8BPP5	uc012bvg.2	Lypd6
ENSMUST00000138290.1	chr2	-	52719713	52742156	52719713	52720921	B0R0N7	uc289wdh.1	Stam2
ENSMUST00000150582.7	chr2	-	52709396	52742180	52709396	52709396		uc008jrg.2	Stam2
ENSMUST00000155516.1	chr2	-	52709678	52742190	52736197	52742100	Q3YEC8	uc012bvl.2	Stam2
ENSMUST00000102759.7	chr2	-	52691663	52742200	52694708	52742100	Q3TGH8	uc008jre.2	Stam2
ENSMUST00000127316.7	chr2	-	52699501	52742281	52700000	52742100	O88811	uc008jrf.2	Stam2
ENSMUST00000121574.1	chr2	-	53696120	53696804	53696120	53696120		uc289wdy.1	Gm13502
ENSMUST00000112616.7	chr2	+	57997883	58039878	57998389	58038952	Q8C102	uc012bvo.2	Galnt5
ENSMUST00000144671.7	chr2	+	57997883	58045860	57997883	57997883		uc289wff.1	Galnt5
ENSMUST00000166729.1	chr2	+	57997883	58045860	57998389	58038952	Q8C102	uc289wfg.1	Galnt5
ENSMUST00000028362.8	chr2	-	60293759	60383231	60293759	60383231	Q60767	uc008jud.1	Ly75
ENSMUST00000112533.7	chr2	-	60292102	60383303	60293759	60383231	A2AW86	uc289wip.1	Ly75
ENSMUST00000135265.1	chr2	+	61711741	61720851	61711741	61711741		uc289wjw.1	Psmd14
ENSMUST00000139475.7	chr2	+	61711779	61725708	61711779	61711779		uc289wjy.1	Psmd14
ENSMUST00000134658.1	chr2	+	61715822	61751053	61715822	61715822		uc289wka.1	Psmd14
ENSMUST00000153683.7	chr2	+	61711790	61761380	61711790	61711790		uc289wjz.1	Psmd14
ENSMUST00000146051.7	chr2	+	61711759	61764908	61711759	61711759		uc289wjx.1	Psmd14
ENSMUST00000154627.7	chr2	+	61765385	61800053	61765385	61765385		uc289wkc.1	Psmd14
ENSMUST00000125388.1	chr2	+	61776577	61800074	61776577	61776577		uc289wkd.1	Psmd14
ENSMUST00000028278.13	chr2	+	61711693	61800376	61722713	61800080	O35593	uc008jvc.1	Psmd14
ENSMUST00000148083.1	chr2	+	62686197	62690431	62686197	62686197		uc289wlg.1	Gca
ENSMUST00000028257.2	chr2	+	62664284	62694109	62664432	62691590	Q8VC88	uc008jvp.2	Gca
ENSMUST00000135759.1	chr2	+	69821943	69824323	69821943	69821943		uc289wrt.1	Klhl23
ENSMUST00000152898.1	chr2	+	69824353	69826244	69824353	69824353		uc289wru.1	Klhl23
ENSMUST00000053087.3	chr2	+	69822369	69836651	69823787	69833985	Q6GQU2	uc008jys.2	Klhl23
ENSMUST00000144888.1	chr2	+	71408987	71411950	71408987	71408987		uc289wuq.1	Hat1
ENSMUST00000145147.1	chr2	+	71420091	71438812	71420091	71420091		uc289wus.1	Hat1
ENSMUST00000112122.8	chr2	+	71388957	71441622	71389297	71441335	A2ATU9	uc289wup.1	Hat1
ENSMUST00000028408.2	chr2	+	71389259	71441622	71389297	71441335	Q8BY71	uc008kaq.1	Hat1
ENSMUST00000132792.1	chr2	-	72244964	72248975	72244964	72244964		uc289wwi.1	Rapgef4os3
ENSMUST00000131045.1	chr2	-	73909182	73910459	73909182	73909182		uc289wzr.1	Atp5g3
ENSMUST00000142768.7	chr2	-	73908730	73911282	73908730	73908730		uc289wzq.1	Atp5g3
ENSMUST00000155474.1	chr2	-	73909317	73911291	73909317	73909317		uc289wzs.1	Atp5g3
ENSMUST00000111996.7	chr2	-	73908446	73911325	73908592	73910993	Q14BC2	uc056zng.2	Atp5g3
ENSMUST00000018914.2	chr2	-	73908446	73911326	73908592	73910993	Q14BC2	uc008kdm.2	Atp5g3
ENSMUST00000132392.1	chr2	+	75659279	75662033	75659279	75659279		uc289xcj.1	Hnrnpa3
ENSMUST00000090792.10	chr2	+	75659317	75665286	75659317	75665286	Q8BG05	uc289xcl.1	Hnrnpa3
ENSMUST00000164947.8	chr2	+	75659317	75665286	75659317	75665286	Q8BG05	uc289xcm.1	Hnrnpa3
ENSMUST00000141974.1	chr2	+	75662488	75665455	75662488	75665286	A2AL13	uc289xcn.1	Hnrnpa3
ENSMUST00000111964.7	chr2	+	75659260	75665839	75659317	75665286	Q8BG05	uc008ken.3	Hnrnpa3
ENSMUST00000111961.7	chr2	+	75659279	75666121	75659317	75665286	A2AL12	uc289xck.1	Hnrnpa3
ENSMUST00000111962.7	chr2	+	75659266	75669407	75659317	75665286	Q8BG05	uc008kel.3	Hnrnpa3
ENSMUST00000046389.4	chr2	+	76369983	76383768	76370128	76380557	Q8BHN5	uc008kez.2	Rbm45
ENSMUST00000144697.1	chr2	+	80639263	80646464	80639263	80639263		uc289xie.1	Nup35
ENSMUST00000127926.1	chr2	+	80644203	80653414	80644203	80644203		uc289xif.1	Nup35
ENSMUST00000124377.1	chr2	+	80638831	80656004	80638892	80656004	A2ATJ2	uc289xid.1	Nup35
ENSMUST00000028382.12	chr2	+	80638815	80658902	80638892	80658398	Q8R4R6	uc008khs.3	Nup35
ENSMUST00000135305.7	chr2	+	80617235	80658906	80617235	80617235		uc289xia.1	Nup35
ENSMUST00000138679.1	chr2	+	80837140	80838442	80837140	80837140		uc289xih.1	Gm4735
ENSMUST00000189988.1	chr2	-	84670016	84670654	84670032	84670586	A0A087WNU1	uc289xly.1	Selenoh
ENSMUST00000189636.6	chr2	-	84669306	84670676	84669343	84670586	A0A087WPM0	uc289xlv.1	Selenoh
ENSMUST00000154179.1	chr2	-	84669949	84670676	84669949	84669949		uc289xlx.1	Selenoh
ENSMUST00000102646.2	chr2	-	84669694	84670697	84670015	84670586	Q3UQA7	uc289xlw.1	Selenoh
ENSMUST00000102647.9	chr2	-	84669220	84670708	84670015	84670586	Q3UQA7	uc008kiv.4	Selenoh
ENSMUST00000117299.8	chr2	-	84669214	84670770	84670015	84670586	Q3UQA7	uc008kiw.3	Selenoh
ENSMUST00000138529.1	chr2	-	84672340	84678043	84672340	84672340		uc289xmb.1	Tmx2
ENSMUST00000123772.7	chr2	-	84672262	84678049	84672262	84672262		uc289xma.1	Tmx2
ENSMUST00000053664.8	chr2	-	84671316	84678056	84672388	84678039	Q9D710	uc289xlz.1	Tmx2
ENSMUST00000111664.7	chr2	-	84671315	84678118	84672388	84678039	D3Z2J6	uc056znl.2	Tmx2
ENSMUST00000111665.7	chr2	-	84671315	84678828	84672388	84678039	Q9D710	uc008kix.3	Tmx2
ENSMUST00000152149.1	chr2	-	84676105	84679140	84676105	84678039	D3YYX0	uc289xmc.1	Tmx2
ENSMUST00000141595.1	chr2	+	84685632	84687499	84685632	84685632		uc289xmd.1	Med19
ENSMUST00000102645.3	chr2	+	84678401	84688215	84678444	84686934	Q8C1S0	uc008kiy.2	Med19
ENSMUST00000150325.1	chr2	+	84798833	84806391	84798908	84806391	A2ATR9	uc289xmp.1	Ube2l6
ENSMUST00000159150.1	chr2	+	84806228	84809234	84806228	84806228		uc289xmr.1	Ube2l6
ENSMUST00000102642.8	chr2	+	84798827	84810176	84798905	84809156	Q9QZU9	uc012byn.2	Ube2l6
ENSMUST00000154709.1	chr2	+	84802702	84810335	84802702	84802702		uc289xmq.1	Ube2l6
ENSMUST00000123467.7	chr2	+	85037452	85039271	85037452	85037452		uc289xnh.1	Ssrp1
ENSMUST00000135414.1	chr2	+	85037532	85040455	85037532	85037532		uc289xnj.1	Ssrp1
ENSMUST00000146530.1	chr2	+	85040111	85041022	85040111	85040111		uc289xnk.1	Ssrp1
ENSMUST00000142359.1	chr2	+	85041173	85042309	85041173	85041173		uc289xnl.1	Ssrp1
ENSMUST00000130729.2	chr2	+	85037454	85045772	85037915	85045772	A2AW05	uc289xni.1	Ssrp1
ENSMUST00000127069.1	chr2	+	85045354	85046285	85045354	85045354		uc289xnn.1	Ssrp1
ENSMUST00000145097.1	chr2	+	85045250	85046718	85045250	85045250		uc289xnm.1	Ssrp1
ENSMUST00000168266.7	chr2	+	85037450	85047106	85037915	85046714	Q08943	uc008kjv.3	Ssrp1
ENSMUST00000077798.12	chr2	+	85037233	85047109	85037915	85046714	Q08943	uc008kju.3	Ssrp1
ENSMUST00000139314.7	chr2	+	91651497	91654531	91651497	91651497		uc289ylk.1	Arhgap1
ENSMUST00000154468.7	chr2	+	91651497	91654533	91651497	91651497		uc289yll.1	Arhgap1
ENSMUST00000141012.1	chr2	+	91651746	91668328	91651746	91651746		uc289ylm.1	Arhgap1
ENSMUST00000149426.1	chr2	+	91669930	91671047	91669930	91669930		uc289ylo.1	Arhgap1
ENSMUST00000123702.7	chr2	+	91668515	91671361	91668515	91668515		uc289yln.1	Arhgap1
ENSMUST00000111330.2	chr2	+	91653207	91672302	91654074	91670900	Q5FWK3	uc008kwm.4	Arhgap1
ENSMUST00000111329.7	chr2	+	91649859	91672326	91654074	91670900	Q5FWK3	uc008kwi.4	Arhgap1
ENSMUST00000111331.8	chr2	+	91650117	91672326	91650134	91670900	A2AH25	uc008kwk.4	Arhgap1
ENSMUST00000090614.10	chr2	+	91650221	91672326	91654074	91670900	Q5FWK3	uc008kwl.4	Arhgap1
ENSMUST00000177273.1	chr2	-	92365791	92366521	92365791	92365791		uc289ynr.1	Large2
ENSMUST00000175851.1	chr2	-	92365974	92366776	92365974	92365974		uc289yns.1	Large2
ENSMUST00000176646.7	chr2	-	92367017	92369474	92367017	92367017		uc289ynt.1	Large2
ENSMUST00000176820.7	chr2	-	92367313	92369661	92367313	92367313		uc289ynu.1	Large2
ENSMUST00000176402.1	chr2	-	92367386	92370073	92367386	92367386		uc289ynv.1	Large2
ENSMUST00000176774.7	chr2	-	92365045	92370986	92365285	92370838	Q14AT0	uc008kxm.4	Large2
ENSMUST00000176289.7	chr2	-	92365051	92371011	92369950	92370838	Q5XPT3	uc289yno.1	Large2
ENSMUST00000148352.7	chr2	-	92365050	92371018	92370484	92370838	H3BKM6	uc289ynn.1	Large2
ENSMUST00000175740.7	chr2	-	92369705	92371018	92369705	92369705		uc289ynx.1	Large2
ENSMUST00000176810.7	chr2	-	92365059	92371028	92365285	92370838	A2AHG6	uc289ynp.1	Large2
ENSMUST00000090582.10	chr2	-	92365070	92371033	92365285	92370838	Q5XPT3	uc008kxp.4	Large2
ENSMUST00000146311.7	chr2	-	92368068	92371033	92368068	92368068		uc289ynw.1	Large2
ENSMUST00000130283.8	chr2	-	92365046	92371036	92365046	92365046		uc289ynm.1	Large2
ENSMUST00000068586.12	chr2	-	92365045	92371057	92365285	92370838	Q5XPT3	uc008kxo.3	Large2
ENSMUST00000124428.2	chr2	-	92369984	92371945	92369984	92369984		uc289ynz.1	Large2
ENSMUST00000111284.8	chr2	-	92365059	92371967	92365285	92370838	A2AHG6	uc289ynq.1	Large2
ENSMUST00000176339.1	chr2	-	92369934	92374869	92369934	92374705	H3BL20	uc289yny.1	Large2
ENSMUST00000028648.2	chr2	+	92915097	92956058	92915186	92953667	Q9EQT6	uc008lfn.2	Syt13
ENSMUST00000130441.1	chr2	-	93009972	93013910	93009972	93009972		uc008lfo.2	Prdm11
ENSMUST00000142330.2	chr2	+	93029348	93031709	93029348	93029348		uc289yor.1	4631405J19Rik
ENSMUST00000111270.7	chr2	+	93027955	93033412	93027955	93027955		uc012bzq.3	4631405J19Rik
ENSMUST00000099699.7	chr2	+	93029347	93033439	93029347	93029347		uc008lfp.3	4631405J19Rik
ENSMUST00000145926.1	chr2	+	93030443	93044732	93030443	93030443		uc289yos.1	4631405J19Rik
ENSMUST00000111274.8	chr2	-	92972017	93045571	92974905	93013883	A2AGX3	uc289yoo.2	Prdm11
ENSMUST00000238863.1	chr2	-	92972017	93045571	92972017	93013883		uc294jkz.1	Prdm11
ENSMUST00000111272.2	chr2	-	92984706	93046053	92986232	93013391	A0A0A0MQD9	uc289yop.1	Prdm11
ENSMUST00000178666.7	chr2	-	92974905	93046144	92974905	93013883	A2AGX3	uc012bzp.1	Prdm11
ENSMUST00000147339.2	chr2	-	93012626	93046167	93012626	93013883	A0A0A0MQL7	uc289yoq.1	Prdm11
ENSMUST00000132182.1	chr2	+	93187669	93189562	93187669	93187669		uc289yox.1	Trp53i11
ENSMUST00000150462.7	chr2	+	93187547	93198919	93197619	93198919	A2AGS6	uc289you.1	Trp53i11
ENSMUST00000147377.7	chr2	+	93187560	93199449	93187560	93187560		uc289yov.1	Trp53i11
ENSMUST00000140172.7	chr2	+	93187560	93200308	93187560	93187560		uc289yow.1	Trp53i11
ENSMUST00000143164.1	chr2	+	93198918	93200598	93198918	93198918		uc289yoz.1	Trp53i11
ENSMUST00000090554.10	chr2	+	93187583	93201749	93197619	93199919	Q4QQM4	uc008lfq.2	Trp53i11
ENSMUST00000127173.1	chr2	+	93189190	93201757	93189190	93189190		uc289yoy.1	Trp53i11
ENSMUST00000111266.7	chr2	+	93187547	93201759	93197619	93199919	Q4QQM4	uc008lfs.2	Trp53i11
ENSMUST00000126772.1	chr2	-	93419153	93420287	93419153	93419153		uc289ypc.1	Cd82
ENSMUST00000111257.7	chr2	-	93419829	93452679	93419864	93437450	Q3UII2	uc033hon.2	Cd82
ENSMUST00000145553.7	chr2	-	93421826	93452683	93421826	93437450	A2AIJ2	uc289ype.1	Cd82
ENSMUST00000150508.7	chr2	-	93421826	93461912	93421826	93437450	A2AIJ2	uc289ypf.1	Cd82
ENSMUST00000123565.7	chr2	-	93420656	93462386	93420656	93437450	A2AIJ1	uc289ypd.1	Cd82
ENSMUST00000099696.7	chr2	-	93419110	93462411	93419864	93437450	Q3UII2	uc008lfy.3	Cd82
ENSMUST00000144168.7	chr2	-	93433477	93462443	93433477	93433477		uc289yph.1	Cd82
ENSMUST00000028644.10	chr2	-	93419110	93462502	93419864	93437450	Q3UII2	uc008lfx.3	Cd82
ENSMUST00000124804.2	chr2	-	93437387	93462912	93437387	93437450	A2AIJ4	uc289ypi.1	Cd82
ENSMUST00000116457.8	chr2	-	93419115	93462946	93419864	93437450	Q3UII2	uc008lfz.3	Cd82
ENSMUST00000111256.7	chr2	-	93430126	93463140	93430126	93437450	A2AIJ3	uc289ypg.1	Cd82
ENSMUST00000130403.1	chr2	-	93980628	93981626	93980628	93980628		uc289yqu.1	Alkbh3
ENSMUST00000125473.7	chr2	-	93980549	93984820	93980549	93980549		uc289yqs.1	Alkbh3
ENSMUST00000126255.1	chr2	-	93980549	93984851	93980549	93980549		uc008lgm.2	Alkbh3
ENSMUST00000127231.1	chr2	-	93996246	94005187	93996246	93996246		uc289yqw.1	Alkbh3
ENSMUST00000138046.7	chr2	-	93996177	94010431	93996177	93996177		uc289yqv.1	Alkbh3
ENSMUST00000040005.12	chr2	-	93980636	94010730	93980884	94008521	Q8K1E6	uc008lgn.2	Alkbh3
ENSMUST00000156763.7	chr2	-	94006243	94010752	94006243	94006243		uc289yqz.1	Alkbh3
ENSMUST00000130289.1	chr2	-	94008036	94010752	94008036	94008036		uc289yra.1	Alkbh3
ENSMUST00000126378.7	chr2	-	93996246	94010754	93996246	94008521	A2AKV7	uc289yqx.1	Alkbh3
ENSMUST00000138107.7	chr2	-	94005773	94010754	94005773	94005773		uc289yqy.1	Alkbh3
ENSMUST00000111240.7	chr2	-	93980549	94010807	93980884	94008521	A2AKV6	uc289yqt.1	Alkbh3
ENSMUST00000127888.1	chr2	-	102111568	102138119	102111568	102111568		uc289ytx.1	Ldlrad3
ENSMUST00000111222.1	chr2	-	101950202	102186358	101952937	102186325	A2AR95	uc289ytv.1	Ldlrad3
ENSMUST00000058790.11	chr2	-	101950202	102186385	101952937	102186325	B2RR20	uc008lhr.3	Ldlrad3
ENSMUST00000099678.4	chr2	-	102449365	102452499	102450235	102451588	Q8BQB4	uc008lhw.2	Fjx1
ENSMUST00000111192.2	chr2	-	102814132	102901346	102814132	102901346	A2APM5	uc289yus.1	Cd44
ENSMUST00000111190.8	chr2	-	102814119	102901350	102814132	102901346	A2APM3	uc008lij.4	Cd44
ENSMUST00000111198.8	chr2	-	102814129	102901350	102814132	102901346	A2APM1	uc008lih.4	Cd44
ENSMUST00000111191.8	chr2	-	102814119	102901369	102814132	102901346	A2APM4	uc008lii.4	Cd44
ENSMUST00000124624.1	chr2	-	102851892	102901458	102851892	102851892		uc289yut.1	Cd44
ENSMUST00000060516.13	chr2	-	102812529	102901495	102814132	102901346	Q80X37	uc008lif.4	Cd44
ENSMUST00000099673.8	chr2	-	102812546	102901510	102814132	102901346	Q3U8S1	uc008lig.4	Cd44
ENSMUST00000005218.14	chr2	-	102811140	102901625	102814132	102901346	A2APM2	uc008lie.4	Cd44
ENSMUST00000111194.7	chr2	-	102811140	102901665	102814132	102901346	E9QKM8	uc289yur.1	Cd44
ENSMUST00000132449.7	chr2	-	103033276	103073335	103033276	103073335	A2AWH7	uc289yuv.1	Pdhx
ENSMUST00000111183.1	chr2	-	103039618	103073462	103041020	103073449	A2AWH8	uc008lim.3	Pdhx
ENSMUST00000011058.8	chr2	-	103021074	103073513	103022010	103073449	Q8BKZ9	uc008lil.5	Pdhx
ENSMUST00000137973.1	chr2	+	103411712	103445288	103411712	103411712		uc012cag.2	Elf5
ENSMUST00000123793.1	chr2	+	103446878	103449015	103446878	103446878		uc289yvn.1	Elf5
ENSMUST00000126290.1	chr2	+	103424827	103449031	103430292	103449031	A2AL22	uc289yvm.1	Elf5
ENSMUST00000152055.1	chr2	+	103448737	103449823	103448737	103448737		uc289yvo.1	Elf5
ENSMUST00000171693.7	chr2	+	103424125	103449841	103430292	103449660	Q8VDK3	uc289yvl.1	Elf5
ENSMUST00000164172.7	chr2	+	103411687	103450986	103430292	103449660	Q8VDK3	uc012cah.3	Elf5
ENSMUST00000028609.13	chr2	+	103424061	103450989	103430292	103449660	Q8VDK3	uc008liv.4	Elf5
ENSMUST00000127019.1	chr2	-	105386928	105395348	105386928	105386928		uc289yzy.1	Rcn1
ENSMUST00000006128.6	chr2	-	105386290	105399319	105387918	105399205	Q05186	uc008lks.2	Rcn1
ENSMUST00000152272.1	chr2	-	105792078	105814322	105792078	105792078		uc289zax.1	Elp4
ENSMUST00000028588.3	chr2	-	105731447	105865982	105731447	105865982	A2A414	uc289zaw.1	Elp4
ENSMUST00000148441.1	chr2	-	105866069	105904483	105866069	105866069		uc289zay.1	Elp4
ENSMUST00000122965.7	chr2	-	105701026	105904564	105702729	105904488	Q9ER73	uc008lld.3	Elp4
ENSMUST00000140441.1	chr2	-	114112125	114119187	114112125	114112125		uc008lqf.2	Aqr
ENSMUST00000126701.7	chr2	-	114132986	114141143	114132986	114132986		uc289zjd.1	Aqr
ENSMUST00000125460.7	chr2	-	114133367	114175246	114133367	114133367		uc289zje.1	Aqr
ENSMUST00000102543.4	chr2	-	114105161	114175277	114105199	114175166	A2AQA7	uc008lqe.4	Aqr
ENSMUST00000131785.7	chr2	-	114152742	114175338	114152742	114152742		uc289zjf.1	Aqr
ENSMUST00000129504.7	chr2	-	114158598	114175338	114158598	114158598		uc289zjg.1	Aqr
ENSMUST00000043160.12	chr2	-	114101169	114175339	114101438	114175166	Q8CFQ3	uc008lqd.5	Aqr
ENSMUST00000147191.7	chr2	-	114170044	114181048	114170044	114170044		uc289zjh.1	Aqr
ENSMUST00000154317.1	chr2	-	114170044	114187024	114170044	114170044		uc289zji.1	Aqr
ENSMUST00000138106.7	chr2	-	114518144	114545891	114518144	114518144		uc289zjm.1	Dph6
ENSMUST00000055144.7	chr2	-	114516643	114654887	114518269	114654853	Q9CQ28	uc012cbd.2	Dph6
ENSMUST00000138975.1	chr2	-	114642074	114654905	114642074	114642074		uc289zjn.1	Dph6
ENSMUST00000028640.13	chr2	-	114516415	114654953	114518269	114654853	Q9CQ28	uc008lql.2	Dph6
ENSMUST00000102542.9	chr2	-	114516419	114654964	114518238	114654853	Q9CQ28	uc008lqk.2	Dph6
ENSMUST00000150447.7	chr2	-	114521226	114654964	114521226	114521226		uc008lqm.2	Dph6
ENSMUST00000143612.1	chr2	+	117258781	117260241	117258781	117258781		uc289zkz.1	Fam98b
ENSMUST00000140936.1	chr2	+	117249738	117260243	117249738	117249738		uc289zky.1	Fam98b
ENSMUST00000028825.4	chr2	+	117249738	117271540	117249767	117270998	Q80VD1	uc008lrk.1	Fam98b
ENSMUST00000172901.7	chr2	-	117282541	117342709	117282650	117342709	G3UWW4	uc289zlb.1	Rasgrp1
ENSMUST00000173252.1	chr2	-	117282541	117342709	117282650	117342709	G3UZQ7	uc289zlc.1	Rasgrp1
ENSMUST00000173541.7	chr2	-	117282541	117342709	117282541	117342709	G3UYC3	uc289zld.1	Rasgrp1
ENSMUST00000174770.7	chr2	-	117282541	117342709	117286865	117342709	G3UYP5	uc289zle.1	Rasgrp1
ENSMUST00000178884.7	chr2	-	117279993	117342877	117282541	117342709	Q9Z1S3	uc289zla.1	Rasgrp1
ENSMUST00000110898.1	chr2	-	117298092	117342925	117298092	117298092		uc008lrm.3	Rasgrp1
ENSMUST00000102534.10	chr2	-	117279992	117343001	117282541	117342709	Q9Z1S3	uc033hpk.2	Rasgrp1
ENSMUST00000110877.7	chr2	+	118388617	118428213	118388708	118428132	A2AUL9	uc008lrv.2	Eif2ak4
ENSMUST00000110869.1	chr2	+	118438841	118452290	118438848	118451626	Q9QZ05	uc008lrz.1	Eif2ak4
ENSMUST00000125281.1	chr2	+	118457159	118462094	118457159	118457159		uc289zls.1	Eif2ak4
ENSMUST00000102527.9	chr2	+	118389111	118475231	118400623	118475060	Q9QZ05	uc008lrx.3	Eif2ak4
ENSMUST00000110872.7	chr2	+	118389111	118475232	118408354	118475060	A2AUM2	uc289zlr.1	Eif2ak4
ENSMUST00000005233.11	chr2	+	118388617	118475234	118388708	118475060	A2AUM0	uc008lrw.3	Eif2ak4
ENSMUST00000110874.7	chr2	+	118388846	118475234	118401317	118475060	A2AUM1	uc012cbh.2	Eif2ak4
ENSMUST00000110870.7	chr2	+	118412345	118475234	118417317	118475060	Q9QZ05	uc008lry.2	Eif2ak4
ENSMUST00000152550.1	chr2	+	118663761	118664956	118663761	118663761		uc289zmh.1	Pak6
ENSMUST00000132843.1	chr2	+	118664063	118677770	118664063	118664063		uc289zmi.1	Pak6
ENSMUST00000132577.1	chr2	+	118677262	118697236	118677262	118677262		uc289zmj.1	Pak6
ENSMUST00000110853.7	chr2	+	118677228	118698018	118688801	118696574	Q3ULB5	uc008lsg.3	Pak6
ENSMUST00000099557.9	chr2	+	118663302	118698020	118688801	118696574	Q3ULB5	uc008lsf.3	Pak6
ENSMUST00000141389.1	chr2	+	119118695	119122262	119118695	119118695		uc289znr.1	Rad51
ENSMUST00000140939.7	chr2	+	119112792	119123846	119116313	119123846	A3KGI2	uc289znq.1	Rad51
ENSMUST00000110828.1	chr2	+	119112813	119133599	119112813	119112813		uc008ltc.2	Rad51
ENSMUST00000154683.1	chr2	+	119131517	119134455	119131517	119131517		uc289znt.1	Rad51
ENSMUST00000143934.1	chr2	+	119134161	119135208	119134161	119134161		uc289znu.1	Rad51
ENSMUST00000152327.7	chr2	+	119112816	119137037	119116313	119134405	D6RCK1	uc012cbp.2	Rad51
ENSMUST00000028795.9	chr2	+	119112806	119137290	119116313	119135172	Q08297	uc008ltd.2	Rad51
ENSMUST00000151406.1	chr2	+	119123802	119147445	119123802	119147419	F7AT35	uc289zns.1	Rad51
