#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000132027.1	chr5	-	134668172	134688574	134668172	134668172		uc291alu.1	Limk1
ENSMUST00000198270.1	chr5	-	135908408	135934554	135910994	135934409	P61982	uc291aqi.1	Ywhag
ENSMUST00000055808.5	chr5	-	135908408	135934599	135910994	135934409	P61982	uc008zzf.3	Ywhag
ENSMUST00000129581.1	chr5	-	135930679	135934597	135930679	135930679		uc008zzh.3	Ywhag
ENSMUST00000126639.1	chr5	-	135930684	135934616	135930684	135930684		uc291aqj.1	Ywhag
ENSMUST00000126192.1	chr5	-	135930760	135934550	135930760	135930760		uc291aqk.1	Ywhag
ENSMUST00000111127.7	chr5	+	136116630	136122723	136116752	136122281	D3YZ20	uc291aro.1	Polr2j
ENSMUST00000041366.13	chr5	+	136116630	136122947	136116752	136122777	Q6PI63	uc008zzw.3	Polr2j
ENSMUST00000111129.1	chr5	+	136116701	136122936	136116752	136122777	D3YZ19	uc291arp.1	Polr2j
ENSMUST00000156963.7	chr5	-	136982163	136988021	136982395	136987507	A0A0R4J1S6	uc009abi.3	Znhit1
ENSMUST00000085941.11	chr5	-	136982189	136986901	136982395	136986832	Q8R331	uc009abh.3	Znhit1
ENSMUST00000034953.13	chr5	-	136982193	136986829	136982513	136986829	G8JL39	uc291atr.1	Znhit1
ENSMUST00000111090.8	chr5	-	136982295	136987543	136982513	136987507	D3YZ34	uc291ats.1	Znhit1
ENSMUST00000111091.7	chr5	-	136982320	136987232	136982395	136986159	D3YZ33	uc057bvs.2	Znhit1
ENSMUST00000137272.1	chr5	-	136982921	136987508	136982921	136986159	D3Z017	uc291att.1	Znhit1
ENSMUST00000111080.7	chr5	-	137034992	137046135	137035743	137046010	P61967	uc009abm.2	Ap1s1
ENSMUST00000154183.1	chr5	-	137035341	137037650	137035341	137035341		uc291auc.1	Ap1s1
ENSMUST00000150603.7	chr5	-	137037378	137045795	137037378	137045614	D3YXN0	uc291aud.1	Ap1s1
ENSMUST00000144303.1	chr5	-	137037395	137046042	137037395	137046010	D3Z0D6	uc291aue.1	Ap1s1
ENSMUST00000129356.1	chr5	-	137043068	137045407	137043068	137045036	D3Z268	uc291auf.1	Ap1s1
ENSMUST00000052825.6	chr5	+	137294628	137295665	137294789	137295443	Q9CZP0	uc009abz.2	Ufsp1
ENSMUST00000238804.1	chr5	+	137295041	137295443	137295041	137295443		uc294jis.1	Ufsp1
ENSMUST00000040873.11	chr5	-	137295703	137307674	137295830	137307167	Q99MR6	uc009acb.2	Srrt
ENSMUST00000199243.4	chr5	-	137295710	137307666	137295830	137307167	Q99MR6	uc012eew.2	Srrt
ENSMUST00000197466.4	chr5	-	137295714	137307666	137295830	137307167	Q99MR6	uc009acc.3	Srrt
ENSMUST00000198526.4	chr5	-	137295716	137307421	137298283	137307167	A0A0G2JDN3	uc291aut.1	Srrt
ENSMUST00000196109.4	chr5	-	137295724	137299645	137295830	137299645	A0A0G2JDF8	uc291auu.1	Srrt
ENSMUST00000199756.2	chr5	-	137295986	137297425	137295986	137297425	A0A0G2JG65	uc291auv.1	Srrt
ENSMUST00000196960.1	chr5	-	137296017	137296934	137296017	137296017		uc291auw.1	Srrt
ENSMUST00000197144.1	chr5	-	137296235	137297217	137296235	137296235		uc291aux.1	Srrt
ENSMUST00000197409.1	chr5	-	137296278	137296853	137296278	137296278		uc291auy.1	Srrt
ENSMUST00000200643.1	chr5	-	137296466	137297567	137296466	137296466		uc291auz.1	Srrt
ENSMUST00000197376.4	chr5	-	137297623	137298547	137297623	137297623		uc291ava.1	Srrt
ENSMUST00000199365.4	chr5	-	137297831	137300009	137298870	137300009	A0A0G2JG75	uc291avb.1	Srrt
ENSMUST00000199605.1	chr5	-	137297831	137300318	137298283	137300318	A0A0G2JDF1	uc291avc.1	Srrt
ENSMUST00000196576.1	chr5	-	137298258	137299886	137298258	137298258		uc291avd.1	Srrt
ENSMUST00000199473.1	chr5	-	137299585	137307473	137299585	137299585		uc291ave.1	Srrt
ENSMUST00000196394.1	chr5	-	137299872	137300731	137299872	137299872		uc291avf.1	Srrt
ENSMUST00000223263.1	chr5	-	137300243	137302314	137301646	137302314	A0A1Y7VNN4	uc291avg.1	Srrt
ENSMUST00000197484.1	chr5	-	137302652	137307640	137302846	137307167	A0A0G2JE73	uc291avh.1	Srrt
ENSMUST00000061244.14	chr5	+	137350108	137374528	137350597	137373641	P54761	uc009aci.3	Ephb4
ENSMUST00000144296.7	chr5	+	137350140	137378669	137350597	137373641	P54761	uc291avp.1	Ephb4
ENSMUST00000111055.8	chr5	+	137350171	137374520	137350597	137373641	Q8C8K1	uc009ach.3	Ephb4
ENSMUST00000166239.7	chr5	+	137350429	137374310	137350597	137373641	P54761	uc291avq.1	Ephb4
ENSMUST00000111054.1	chr5	+	137350512	137374532	137350597	137373641	E9PWK7	uc291avr.1	Ephb4
ENSMUST00000062067.7	chr5	+	138255481	138259395	138255800	138259137	Q8CF66	uc009afd.2	Lamtor4
ENSMUST00000160157.1	chr5	+	138255830	138259398	138255830	138255830		uc291bbp.1	Lamtor4
ENSMUST00000170773.5	chr5	-	139706695	139732834	139706835	139719328	E9PZD2	uc057loi.2	Micall2
ENSMUST00000044642.13	chr5	-	139706695	139736336	139706835	139736160	Q3TN34	uc009agx.3	Micall2
ENSMUST00000164584.2	chr5	-	139706885	139710227	139706885	139706885		uc291bge.1	Micall2
ENSMUST00000165645.1	chr5	-	139710134	139711619	139710812	139711619	F6UYB3	uc291bgf.1	Micall2
ENSMUST00000072607.8	chr5	-	139751281	139775673	139751517	139775470	K3W4P2	uc009ahc.3	Ints1
ENSMUST00000198615.1	chr5	-	139751284	139754858	139751284	139751284		uc291bgg.1	Ints1
ENSMUST00000200393.4	chr5	-	139751284	139775638	139751517	139775470	A0A0G2JH17	uc033ini.2	Ints1
ENSMUST00000197187.1	chr5	-	139751285	139754978	139751434	139754978	A0A0G2JFR3	uc291bgh.1	Ints1
ENSMUST00000197727.1	chr5	-	139761586	139762495	139761586	139761586		uc291bgi.1	Ints1
ENSMUST00000196319.1	chr5	-	139765083	139767898	139765083	139765083		uc291bgj.1	Ints1
ENSMUST00000196379.4	chr5	-	139767097	139775674	139767097	139767097		uc009ahb.2	Ints1
ENSMUST00000200339.1	chr5	-	139767423	139768454	139767423	139767423		uc291bgk.1	Ints1
ENSMUST00000197156.1	chr5	-	139769373	139771731	139769373	139769373		uc291bgl.1	Ints1
ENSMUST00000196864.1	chr5	-	139772617	139775674	139772617	139775389	A0A0G2JDG8	uc291bgm.1	Ints1
ENSMUST00000050519.7	chr5	+	139907942	139974722	139971242	139973729	Q8C8T7	uc009ahi.4	Elfn1
ENSMUST00000198608.1	chr5	+	139908473	139971050	139908473	139908473		uc291bgw.1	Elfn1
ENSMUST00000110829.6	chr5	-	140008688	140321550	140088797	140315139	Q9WTX8	uc291bgy.1	Mad1l1
ENSMUST00000031534.8	chr5	-	140008688	140321552	140009115	140315139	Q9WTX8	uc009ahj.1	Mad1l1
ENSMUST00000199237.4	chr5	-	140008693	140174918	140008693	140008693		uc291bgz.1	Mad1l1
ENSMUST00000128579.1	chr5	-	140088670	140115466	140088670	140088670		uc291bhc.1	Mad1l1
ENSMUST00000129747.1	chr5	-	140143911	140174659	140143911	140143911		uc291bhe.1	Mad1l1
ENSMUST00000132832.1	chr5	-	140166982	140262565	140166982	140166982		uc009ahk.3	Mad1l1
ENSMUST00000197452.4	chr5	-	140620577	140649025	140623515	140648827	Q6P5F7	uc012egc.3	Ttyh3
ENSMUST00000042661.7	chr5	-	140620577	140649031	140623456	140648827	Q6P5F7	uc009ahw.4	Ttyh3
ENSMUST00000199157.1	chr5	-	140623083	140627287	140625110	140627287	A0A0G2JGJ4	uc291bib.1	Ttyh3
ENSMUST00000198765.1	chr5	-	140631136	140631608	140631136	140631136		uc291bic.1	Ttyh3
ENSMUST00000198704.1	chr5	-	140631517	140636467	140631517	140631517		uc291bid.1	Ttyh3
ENSMUST00000200302.1	chr5	-	140648470	140648997	140648470	140648470		uc291bie.1	Ttyh3
ENSMUST00000000153.8	chr5	-	140758407	140830431	140760548	140830296	P27600	uc009aih.2	Gna12
ENSMUST00000198447.1	chr5	-	140760192	140830157	140760548	140830157	A0A0G2JG40	uc291bix.1	Gna12
ENSMUST00000100497.10	chr5	-	142903114	142906754	142903797	142905686	P60710	uc009ajk.2	Actb
ENSMUST00000196997.1	chr5	-	142903233	142903654	142903233	142903233		uc291bkp.1	Actb
ENSMUST00000167721.7	chr5	-	142903500	142906702	142903797	142905686	E9Q1F2	uc291bkq.1	Actb
ENSMUST00000171419.7	chr5	-	142904350	142905821	142904350	142905686	E9Q5F4	uc291bkr.1	Actb
ENSMUST00000167386.7	chr5	-	142904394	142906725	142904394	142904394		uc291bks.1	Actb
ENSMUST00000163829.1	chr5	-	142904671	142906722	142904671	142905686	E9Q2D1	uc291bkt.1	Actb
ENSMUST00000106216.2	chr5	-	142904704	142905937	142904704	142905851	E9Q606	uc291bku.1	Actb
ENSMUST00000165629.1	chr5	-	142904765	142906672	142904765	142904765		uc291bkv.1	Actb
ENSMUST00000164765.1	chr5	-	142904872	142906694	142904872	142904872		uc291bkw.1	Actb
ENSMUST00000085679.12	chr5	+	145114214	145129699	145121675	145127859	Q9WV32	uc009amb.3	Arpc1b
ENSMUST00000129033.7	chr5	+	145114257	145122795	145114257	145114257		uc291brb.1	Arpc1b
ENSMUST00000126343.1	chr5	+	145114300	145124255	145114300	145114300		uc291brc.1	Arpc1b
ENSMUST00000196111.4	chr5	+	145114311	145128073	145121675	145127859	Q91Z25	uc009amc.3	Arpc1b
ENSMUST00000141602.1	chr5	+	145114315	145122635	145121675	145122635	D3Z6S0	uc291brd.1	Arpc1b
ENSMUST00000136074.1	chr5	+	145123678	145126786	145123678	145126786	F6VVE6	uc291bre.1	Arpc1b
ENSMUST00000138235.1	chr5	+	145123973	145125706	145123973	145123973		uc291brf.1	Arpc1b
ENSMUST00000138900.7	chr5	+	145123973	145126932	145123973	145123973		uc291brg.1	Arpc1b
ENSMUST00000128229.1	chr5	+	145125890	145127330	145125890	145125890		uc291brh.1	Arpc1b
ENSMUST00000138922.1	chr5	+	145126757	145130705	145126757	145130497	F6THG2	uc291bri.1	Arpc1b
ENSMUST00000144375.1	chr5	+	145127222	145128088	145127222	145127222		uc291brj.1	Arpc1b
ENSMUST00000031627.8	chr5	-	145128768	145140238	145130316	145139979	Q3UHX2	uc009ame.2	Pdap1
ENSMUST00000123111.7	chr5	-	145130083	145136696	145130083	145130083		uc291brk.1	Pdap1
ENSMUST00000143439.1	chr5	-	145131370	145135472	145131370	145131370		uc291brl.1	Pdap1
ENSMUST00000199218.1	chr5	-	145133174	145135626	145133174	145133174		uc291brm.1	Pdap1
ENSMUST00000148781.1	chr5	-	145136577	145139998	145136577	145136577		uc291brn.1	Pdap1
ENSMUST00000016664.7	chr5	-	147016654	147076586	147018920	147042440	Q91XL2	uc009ant.3	Lnx2
ENSMUST00000123092.1	chr5	-	147018263	147019035	147018263	147018263		uc291bva.1	Lnx2
ENSMUST00000085558.10	chr5	+	147957319	148316065	148076398	148313519	Q3UHD3	uc009aon.2	Mtus2
ENSMUST00000129092.1	chr5	+	147957341	148076537	148076398	148076537	D3YZ59	uc291bxc.1	Mtus2
ENSMUST00000149336.7	chr5	+	148082887	148233624	148082887	148082887		uc009aoo.2	Mtus2
ENSMUST00000128423.1	chr5	+	148094255	148204008	148094255	148094255		uc291bxd.1	Mtus2
ENSMUST00000150411.1	chr5	-	148182898	148184377	148182898	148182898		uc291bxe.1	Gm10167
ENSMUST00000201594.1	chr5	+	148235991	148239172	148235991	148235991		uc057acd.1	Mtus2
ENSMUST00000110515.8	chr5	+	148265216	148314071	148265409	148313519	Q3UHD3	uc009aop.3	Mtus2
ENSMUST00000071878.11	chr5	+	148265287	148313734	148265409	148306685	D3YY58	uc012ehc.2	Mtus2
ENSMUST00000146425.1	chr5	+	148265291	148313552	148265409	148288948	D6RI77	uc291bxg.1	Mtus2
ENSMUST00000110514.7	chr5	+	148265344	148314038	148265409	148313519	D3YZ69	uc291bxh.1	Mtus2
ENSMUST00000152105.7	chr5	+	148303164	148313460	148303238	148313460	D3YUM9	uc291bxi.1	Mtus2
ENSMUST00000085554.4	chr5	+	148303173	148314000	148303242	148313519	Q3UHD3	uc009aoq.3	Mtus2
ENSMUST00000048116.14	chr5	-	148327409	148399904	148332439	148352435	Q3UGD6	uc009aos.2	Slc7a1
ENSMUST00000138257.7	chr5	-	148334519	148392815	148334519	148352435	E9Q3N1	uc291bxj.1	Slc7a1
ENSMUST00000201860.1	chr5	-	148340578	148342729	148340578	148340578		uc291bxk.1	Slc7a1
ENSMUST00000202457.3	chr5	-	148342080	148399791	148342080	148348228	A0A0J9YU45	uc291bxl.1	Slc7a1
ENSMUST00000138596.1	chr5	-	148352152	148371546	148352152	148352435	D3Z161	uc291bxm.1	Slc7a1
ENSMUST00000201348.1	chr5	-	148391416	148393648	148391416	148391416		uc291bxn.1	Slc7a1
ENSMUST00000145042.1	chr5	-	148990055	148995223	148990055	148990055		uc033inx.4	5930430L01Rik
ENSMUST00000152575.1	chr5	-	148991081	148995215	148991081	148991081		uc009aoz.2	5930430L01Rik
ENSMUST00000085546.12	chr5	-	149046701	149053040	149048736	149050737	Q58EV5	uc009apd.4	Hmgb1
ENSMUST00000110505.7	chr5	-	149048227	149051300	149048736	149050737	Q58EV5	uc009apb.4	Hmgb1
ENSMUST00000093196.10	chr5	-	149048644	149051616	149048736	149050737	Q58EV5	uc009apc.4	Hmgb1
ENSMUST00000202133.3	chr5	-	149048792	149184489	149048792	149182026	A0A0J9YUZ4	uc291bys.1	Hmgb1
ENSMUST00000155086.1	chr5	-	149049152	149050447	149049152	149049152		uc291byt.1	Hmgb1
ENSMUST00000139443.7	chr5	-	149049400	149053011	149049681	149050737	A0A0J9YUD8	uc291byu.1	Hmgb1
ENSMUST00000138553.7	chr5	-	149049823	149052377	149049823	149050737	D3YZ18	uc291byv.1	Hmgb1
ENSMUST00000133667.1	chr5	-	149050067	149053016	149050067	149050067		uc291byw.1	Hmgb1
ENSMUST00000125605.1	chr5	-	149050314	149053513	149050314	149050737	D3YVC6	uc291byx.1	Hmgb1
ENSMUST00000123645.1	chr5	-	149050372	149052981	149050372	149050372		uc291byy.1	Hmgb1
ENSMUST00000038131.9	chr5	-	151642755	151651242	151642911	151651152	Q8R323	uc009aus.2	Rfc3
ENSMUST00000127366.1	chr5	-	151642818	151644131	151642818	151642818		uc291cem.1	Rfc3
ENSMUST00000156667.1	chr5	-	151642820	151644762	151642820	151642820		uc291cen.1	Rfc3
ENSMUST00000145106.7	chr5	-	151642823	151651202	151642823	151642823		uc291ceo.1	Rfc3
ENSMUST00000140067.7	chr5	-	151644415	151651208	151644415	151644415		uc009auu.2	Rfc3
ENSMUST00000132709.1	chr5	-	151646966	151651195	151646966	151646966		uc291cep.1	Rfc3
ENSMUST00000136752.1	chr5	-	151649566	151651227	151649566	151649566		uc291ceq.1	Rfc3
ENSMUST00000204978.2	chr6	-	11900291	11907483	11900534	11907365	Q62425	uc009ayd.2	Ndufa4
ENSMUST00000204084.2	chr6	-	11900371	11907393	11900534	11906051	A0A0N4SVQ1	uc291cnn.1	Ndufa4
ENSMUST00000203801.1	chr6	-	11900372	11907429	11900372	11900372		uc291cno.1	Ndufa4
ENSMUST00000031637.7	chr6	-	11900372	11907450	11900534	11906051	A0A0N4SVQ1	uc291cnp.1	Ndufa4
ENSMUST00000204714.1	chr6	-	11900375	11907497	11900534	11907365	Q62425	uc291cnq.1	Ndufa4
ENSMUST00000155037.3	chr6	+	11907808	11933410	11908016	11933410	A0A0N4SV73	uc291cnr.1	Phf14
ENSMUST00000203459.2	chr6	+	11907883	11953380	11908016	11941446	A0A0N4SW36	uc291cns.1	Phf14
ENSMUST00000115510.7	chr6	+	11925880	12008013	11926291	12007717	G5E8S0	uc009aye.3	Phf14
ENSMUST00000090632.10	chr6	+	11925914	12008081	11926291	12007110	Q9D4H9	uc009ayf.2	Phf14
ENSMUST00000115511.8	chr6	+	11925915	12081205	11926291	12081071	Q9D4H9	uc009ayg.3	Phf14
ENSMUST00000133776.1	chr6	+	11926782	11986458	11926782	11986458	F6TN92	uc291cnt.1	Phf14
ENSMUST00000203222.1	chr6	+	11987063	11988655	11987063	11987063		uc291cnu.1	Phf14
ENSMUST00000204565.1	chr6	+	11990871	11995309	11990871	11990871		uc291cnv.1	Phf14
ENSMUST00000203045.1	chr6	+	12006819	12081100	12006819	12045630	A0A0N4SWI1	uc291cnw.1	Phf14
ENSMUST00000204150.1	chr6	+	12041517	12047422	12041517	12041517		uc291cnx.1	Phf14
ENSMUST00000214543.1	chr6	+	12044378	12081198	12044378	12044378		uc291cny.1	Phf14
ENSMUST00000056398.10	chr6	+	18848578	18854053	18848732	18853691	Q6ZWM4	uc009bao.2	Lsm8
ENSMUST00000171353.1	chr6	-	28661830	28830345	28662179	28830345	E9PUX8	uc291czm.1	Lrrc4
ENSMUST00000062304.6	chr6	-	28828132	28831747	28829655	28831614	Q99PH1	uc009bcu.2	Lrrc4
ENSMUST00000038383.13	chr6	+	34384217	34396950	34384341	34396654	G5E895	uc009bhb.2	Akr1b10
ENSMUST00000144384.2	chr6	+	34384248	34389579	34384248	34384248		uc291dkt.1	Akr1b10
ENSMUST00000115051.7	chr6	+	34384280	34396748	34384341	34396654	D3Z494	uc291dku.1	Akr1b10
ENSMUST00000139156.7	chr6	+	34384280	34396947	34384341	34392050	S4R2G9	uc291dkv.1	Akr1b10
ENSMUST00000182055.1	chr6	+	34389598	34390567	34389598	34389598		uc057bwj.1	Akr1b10
ENSMUST00000144072.1	chr6	+	34391430	34392955	34391430	34391430		uc291dkw.1	Akr1b10
ENSMUST00000044387.13	chr6	-	34945277	34977999	34946079	34959562	E9PW54	uc012ejv.3	Slc23a4
ENSMUST00000201355.3	chr6	-	34945934	34988404	34946079	34988394	A0A0J9YUX7	uc291dmw.1	Slc23a4
ENSMUST00000134874.1	chr6	-	34947502	34948577	34947502	34947502		uc057lpm.1	Slc23a4
ENSMUST00000147169.7	chr6	-	34948435	34955903	34948435	34955903	F6S2M6	uc291dmx.1	Slc23a4
ENSMUST00000144079.1	chr6	-	34953838	34979054	34953838	34959562	D3Z3R5	uc291dmy.1	Slc23a4
ENSMUST00000201374.3	chr6	+	35177420	35247596	35177462	35247413	A0A0J9YUD5	uc291dnc.1	Nup205
ENSMUST00000043815.15	chr6	+	35177429	35247596	35177631	35247413	B9EJ54	uc009bik.4	Nup205
ENSMUST00000202898.1	chr6	+	35177615	35205653	35177615	35177615		uc009bij.3	Nup205
ENSMUST00000170234.1	chr6	+	35177628	35247590	35177631	35247442	E9Q880	uc291dnd.1	Nup205
ENSMUST00000201609.3	chr6	+	35205046	35247596	35205046	35205046		uc291dne.1	Nup205
ENSMUST00000201842.1	chr6	+	35224573	35238169	35224573	35224573		uc291dnf.1	Nup205
ENSMUST00000200739.1	chr6	+	35245173	35246472	35245173	35245173		uc291dnh.1	Nup205
ENSMUST00000058524.2	chr6	-	38287395	38299259	38293021	38299240	Q8BFR1	uc009bjx.3	Zc3hav1l
ENSMUST00000031902.6	chr6	-	41620623	41636405	41621067	41636230	A0A0J9YMK6	uc009bqc.4	Trpv6
ENSMUST00000201471.4	chr6	-	41621067	41636230	41621067	41636230	Q91WD2	uc291dwe.1	Trpv6
ENSMUST00000194405.1	chr6	-	41623491	41636380	41623491	41623491		uc291dwf.1	Trpv6
ENSMUST00000077290.8	chr6	-	47796140	47813430	47796487	47813304	A0A0R4J0Z1	uc009btf.2	Pdia4
ENSMUST00000204029.1	chr6	-	47807012	47813364	47807012	47807012		uc291edh.1	Pdia4
ENSMUST00000031843.6	chr6	+	49822709	49829507	49823597	49829327	P57774	uc009bwt.3	Npy
ENSMUST00000161401.1	chr6	-	50562562	50566538	50565236	50565660	Q56A15	uc009bxc.2	Cycs
ENSMUST00000077766.5	chr6	-	50565236	50565949	50565236	50565236		uc291ekb.1	Cycs
ENSMUST00000003572.9	chr6	+	55038006	55079500	55038041	55079345	Q9CZD3	uc009cai.2	Gars
ENSMUST00000205258.1	chr6	+	55048062	55050966	55048062	55048062		uc291era.1	Gars
ENSMUST00000203334.1	chr6	+	55050094	55061063	55050094	55050094		uc291erb.1	Gars
ENSMUST00000004774.3	chr6	+	55336431	55348555	55336490	55346797	Q02013	uc009caq.2	Aqp1
ENSMUST00000044505.13	chr6	-	56069803	56362392	56072205	56361845	Q64338	uc009caz.2	Pde1c
ENSMUST00000203372.2	chr6	-	56071700	56569103	56072205	56568762	A0A0N4SWG4	uc291erv.1	Pde1c
ENSMUST00000239143.1	chr6	-	56071700	56652487	56072205	56652404		uc294jvj.1	Pde1c
ENSMUST00000203967.2	chr6	-	56072310	56361855	56072310	56072310		uc291erw.1	Pde1c
ENSMUST00000114327.8	chr6	-	56077842	56362519	56082174	56361845	Q64338	uc009cbb.3	Pde1c
ENSMUST00000170774.7	chr6	-	56081922	56369583	56082174	56369557	Q9D5W0	uc009cbd.3	Pde1c
ENSMUST00000203462.2	chr6	-	56082037	56123008	56082519	56123008	A0A0N4SW87	uc291erx.1	Pde1c
ENSMUST00000168944.7	chr6	-	56082090	56369602	56082174	56361845	Q64338	uc009cbc.3	Pde1c
ENSMUST00000166102.7	chr6	-	56100445	56362311	56106849	56361845	Q64338	uc009cbe.4	Pde1c
ENSMUST00000166890.7	chr6	-	56104007	56369631	56106849	56369557	Q8CDV2	uc009cbg.4	Pde1c
ENSMUST00000164752.7	chr6	-	56105717	56362810	56106849	56361845	Q64338	uc009cbf.4	Pde1c
ENSMUST00000164037.2	chr6	-	56106171	56362366	56106849	56361845	E9Q7V6	uc012emk.3	Pde1c
ENSMUST00000204821.1	chr6	-	56178684	56362374	56178684	56178684		uc291erz.1	Pde1c
ENSMUST00000203492.1	chr6	-	56341786	56362313	56341786	56341786		uc291esa.1	Pde1c
ENSMUST00000203689.1	chr6	-	56345003	56369604	56345003	56345003		uc291esb.1	Pde1c
ENSMUST00000031982.4	chr6	-	65117292	65144908	65119923	65138297	Q9JHF7	uc009cee.3	Hpgds
ENSMUST00000205250.1	chr6	-	65119036	65122927	65119036	65119036		uc291fbb.1	Hpgds
ENSMUST00000170252.1	chr6	-	65131979	65138271	65131979	65131979		uc291fbd.1	Hpgds
ENSMUST00000058178.5	chr6	-	67534061	67535796	67534752	67535706	Q8BGV3	uc009cfq.2	Tacstd2
ENSMUST00000206556.1	chr6	+	71909052	71955150	71909162	71924978	A0A0U1RPX8	uc009chu.3	Polr1a
ENSMUST00000055296.10	chr6	+	71909060	71982475	71909162	71978515	O35134	uc009chv.3	Polr1a
ENSMUST00000205842.1	chr6	+	71909068	71921420	71909068	71909068		uc291fso.1	Polr1a
ENSMUST00000206753.1	chr6	+	71912391	71955035	71912391	71912391		uc291fsp.1	Polr1a
ENSMUST00000205333.1	chr6	+	71926093	71926711	71926093	71926093		uc291fsr.1	Polr1a
ENSMUST00000206823.1	chr6	+	71931180	71931772	71931180	71931180		uc291fss.1	Polr1a
ENSMUST00000205942.1	chr6	+	71935991	71941538	71935991	71935991		uc291fst.1	Polr1a
ENSMUST00000206513.1	chr6	+	71948359	71954836	71948359	71950585	A0A0U1RNG3	uc291fsu.1	Polr1a
ENSMUST00000206982.1	chr6	+	71948360	71949754	71948360	71948360		uc291fsv.1	Polr1a
ENSMUST00000205517.1	chr6	+	71961539	71984935	71961539	71978515	A0A0U1RPM9	uc291fsx.1	Polr1a
ENSMUST00000069994.10	chr6	+	72097591	72154571	72097703	72153670	O88829	uc009chy.3	St3gal5
ENSMUST00000114112.3	chr6	+	72097622	72154571	72128265	72153670	A0A0R4J1J3	uc009chz.3	St3gal5
ENSMUST00000187007.2	chr6	+	72097756	72147150	72097756	72147150	A0A0U1RPP1	uc291fta.1	St3gal5
ENSMUST00000188366.2	chr6	+	72115231	72142271	72128265	72142271	A0A0U1RNK2	uc291ftc.1	St3gal5
ENSMUST00000070345.4	chr6	-	72318677	72345184	72319191	72345149	Q3TIX9	uc009cif.2	Usp39
ENSMUST00000154799.1	chr6	-	72321299	72333368	72321299	72321299		uc291ftj.1	Usp39
ENSMUST00000206262.1	chr6	-	72336259	72342968	72338517	72342968	A0A0U1RP18	uc291ftk.1	Usp39
ENSMUST00000069536.11	chr6	-	72626377	72789254	72627359	72788952	A1A550	uc009cja.3	Tcf7l1
ENSMUST00000114053.8	chr6	-	72627271	72788952	72627359	72788952	A1A549	uc009ciz.3	Tcf7l1
ENSMUST00000064740.8	chr6	+	73248381	73276911	73248656	73276708	Q9WUM5	uc009cjm.3	Suclg1
ENSMUST00000123159.7	chr6	+	73248651	73264273	73248656	73254988	G3UYP8	uc291fwo.1	Suclg1
ENSMUST00000203632.1	chr6	+	73248659	73276904	73248659	73276751	A0A0N4SVU4	uc291fwp.1	Suclg1
ENSMUST00000173366.7	chr6	+	73248660	73257580	73248660	73248660		uc291fwq.1	Suclg1
ENSMUST00000127660.1	chr6	+	73248667	73263051	73248667	73248667		uc291fwr.1	Suclg1
ENSMUST00000173409.1	chr6	+	73260359	73264269	73260359	73260359		uc291fws.1	Suclg1
ENSMUST00000032111.10	chr6	-	83119043	83121559	83119259	83121271	P97764	uc009cmo.2	Wbp1
ENSMUST00000113936.9	chr6	-	83119043	83121559	83119259	83121271	P97764	uc009cmq.2	Wbp1
ENSMUST00000131939.5	chr6	-	83119044	83121559	83119044	83119044		uc291gdh.1	Wbp1
ENSMUST00000146328.3	chr6	-	83119306	83121387	83119306	83121271	D3Z168	uc291gdi.1	Wbp1
ENSMUST00000151393.6	chr6	-	83119435	83121406	83119549	83121271	A0A0N4SVJ3	uc291gdj.1	Wbp1
ENSMUST00000131936.2	chr6	-	83119549	83120208	83119549	83120208	A0A0N4SUM1	uc291gdk.1	Wbp1
ENSMUST00000142493.1	chr6	-	83119634	83120878	83119634	83119634		uc029vww.2	Wbp1
ENSMUST00000123394.1	chr6	-	83119639	83121259	83119639	83119639		uc291gdl.1	Wbp1
ENSMUST00000205023.1	chr6	-	83120558	83121274	83121184	83121271	A0A0N4SVN3	uc291gdm.1	Wbp1
ENSMUST00000204757.2	chr6	-	85130175	85137766	85134097	85137745	Q91XH5	uc012eod.2	Spr
ENSMUST00000045986.7	chr6	-	85133677	85137766	85134097	85137745	Q91XH5	uc291gju.1	Spr
ENSMUST00000174769.1	chr6	-	85133686	85137756	85136857	85137745	G3UZ79	uc009cpg.3	Spr
ENSMUST00000174286.2	chr6	-	85133999	85137762	85134097	85137745	G3UXX3	uc291gjv.1	Spr
ENSMUST00000045693.7	chr6	+	85431988	85446435	85432004	85445216	Q3TYX3	uc009cpq.2	Smyd5
ENSMUST00000152218.1	chr6	+	85432001	85440342	85432001	85432001		uc291gkl.1	Smyd5
ENSMUST00000204615.1	chr6	+	85432072	85432818	85432072	85432072		uc291gkm.1	Smyd5
ENSMUST00000204428.1	chr6	+	85439143	85441955	85439143	85439143		uc291gkn.1	Smyd5
ENSMUST00000134405.7	chr6	+	85441629	85445443	85441629	85441629		uc291gko.1	Smyd5
ENSMUST00000156322.7	chr6	+	85441724	85444960	85441724	85441724		uc291gkp.1	Smyd5
ENSMUST00000130928.7	chr6	+	85441739	85445197	85441739	85441739		uc291gkq.1	Smyd5
ENSMUST00000153749.1	chr6	+	85442572	85445432	85442572	85442572		uc291gkr.1	Smyd5
ENSMUST00000089519.12	chr6	+	86849516	87003223	86850052	86987298	Q3UHJ0	uc009css.2	Aak1
